t,x,y,z
-2161,92,41,101
-834,94,43,100
471,92,40,102
1778,95,42,101
4057,94,41,103
5410,94,42,102
6716,94,43,101
8023,93,41,99
9330,93,41,102
10637,93,40,100
11944,93,42,100
13274,93,43,103
14581,93,43,102
15889,94,42,102
17197,93,40,100
18576,93,41,103
21151,92,41,103
22504,94,41,101
23834,92,40,103
25178,93,41,101
26524,94,42,101
27881,93,41,102
29198,92,41,102
30515,94,41,100
31830,92,42,104
-32394,93,41,102
-29595,92,41,100
-28253,93,40,101
-26952,93,42,101
-25652,93,40,102
-24351,92,42,101
-23028,94,40,100
-21694,93,42,101
-20390,92,42,102
-19089,92,41,100
-17787,93,42,101
-16391,94,43,101
-15076,93,43,101
-13773,94,41,105
-12372,93,43,102
-11034,94,40,103
-9704,93,43,100
-8401,92,41,101
-7097,93,43,100
-5793,94,42,100
-4489,91,41,102
-3185,92,41,101
-1880,93,41,101
-576,94,40,101
729,92,42,102
2036,94,42,100
3381,95,42,101
4690,94,40,102
5996,93,42,102
7303,93,43,103
8609,93,42,102
9916,91,41,103
11224,95,41,101
12531,93,40,101
13839,94,42,102
15147,93,42,100
16477,94,41,102
17786,93,40,101
20373,93,40,101
21726,95,40,100
23056,92,42,102
24400,93,41,101
25746,93,42,99
27081,94,41,101
28416,94,43,103
29735,92,41,101
31072,93,41,102
32384,93,42,101
-31841,94,41,101
-30534,94,41,103
-29234,94,41,102
-27934,93,42,102
-26633,94,41,102
-25332,92,42,100
-24031,94,41,101
-22730,93,42,102
-21406,92,42,100
-20104,93,40,101
-18802,94,41,102
-17500,93,41,101
-16198,92,41,100
-14895,94,42,102
-13592,93,42,101
-12235,93,42,101
-10930,93,42,100
-9626,93,41,101
-8300,93,43,101
-6996,93,41,101
-5691,93,42,100
-4387,94,42,102
-3082,94,42,100
-1777,93,41,100
-471,95,41,100
835,94,40,101
2141,94,42,101
3448,94,41,101
4777,92,42,100
6083,92,43,101
7391,94,41,101
8698,94,41,101
10006,94,44,102
11313,94,41,101
12645,94,41,100
13955,93,41,103
15264,93,43,103
17910,94,41,102
19319,95,41,100
20649,92,43,102
21993,93,42,102
23339,92,41,102
25848,93,42,102
27494,94,43,100
28824,93,42,102
30140,94,41,103
31452,94,42,103
32762,94,42,101
-31445,92,42,102
-30144,93,42,100
-28820,93,40,102
-27513,93,42,101
-26210,93,42,100
-24909,93,41,101
-23607,94,43,100
-21891,94,41,102
-20535,95,41,102
-18919,93,42,104
-17570,94,41,103
-16268,93,41,101
-14965,95,41,104
-13662,93,42,102
-12359,94,38,102
-9586,93,41,100
-8073,93,41,101
-6755,92,41,103
-5451,94,43,104
-4147,93,42,101
-2785,95,41,100
-1478,93,41,100
-173,94,42,101
1133,94,41,102
2439,93,41,101
3745,93,40,101
5051,93,41,99
6358,94,42,101
7664,93,41,101
8971,94,42,101
10301,94,41,101
11609,92,41,104
12916,94,40,101
14224,92,40,102
15532,93,43,99
16841,93,42,102
19438,94,42,101
20792,93,44,101
22139,94,42,103
23486,93,43,104
24854,93,42,101
26189,94,42,102
27505,92,40,102
28822,95,40,102
30137,94,41,101
31449,92,41,102
32760,92,43,103
-31470,95,42,102
-30169,94,40,101
-28869,94,42,100
-27546,93,42,100
-26245,93,40,102
-24944,93,41,101
-23643,94,40,100
-22342,95,41,101
-21040,95,43,102
-19738,94,42,100
-18380,93,41,101
-17075,94,40,101
-15773,92,41,101
-14448,93,42,102
-13050,92,41,101
-11732,94,40,100
-10428,94,41,102
-9124,92,42,101
-7820,93,41,102
-6516,94,41,101
-5212,93,42,101
-3782,94,43,101
-2461,93,41,100
-1132,94,42,100
173,94,41,103
1480,92,42,102
3133,94,42,102
4480,94,41,101
5816,94,42,102
7125,94,41,102
8432,93,41,100
9740,95,41,101
11047,93,40,101
12378,94,41,101
13686,93,41,102
14994,93,40,102
17563,94,41,101
18916,93,42,102
20246,94,40,102
21590,93,42,103
22936,94,42,101
24271,93,41,100
25588,92,41,101
26927,91,41,100
28242,93,44,101
29554,94,42,105
30881,94,42,101
32190,93,41,101
-32045,92,42,100
-30745,96,41,100

