t,x,y,z
-14212,94,42,101
-12891,93,41,102
-11548,93,41,101
-10226,94,44,101
-8905,95,42,102
-7583,93,41,103
-6261,94,42,102
-4938,94,43,102
-2610,92,41,100
-1229,93,43,100
96,94,41,101
1420,92,41,102
2793,94,42,100
4119,94,43,100
5443,94,42,102
6768,94,41,101
8093,95,43,102
9418,94,42,102
10744,92,41,100
12070,93,42,100
13396,94,43,100
14722,96,41,101
16071,94,43,100
17398,94,43,100
18725,93,43,102
20053,95,43,102
22638,93,43,102
23975,94,42,101
25303,95,43,102
26698,94,43,103
29338,94,42,103
30801,93,42,101
32154,94,41,105
-32060,94,41,101
-30738,94,43,102
-29313,91,42,99
-27898,95,44,101
-26571,93,41,102
-25252,94,43,100
-23934,94,40,101
-22614,95,42,102
-21295,94,42,102
-19953,94,42,102
-18633,92,41,101
-17313,95,43,102
-15993,94,41,104
-14672,95,43,101
-13351,92,42,102
-11975,95,41,102
-10649,95,41,101
-9328,94,42,101
-8006,94,42,101
-6662,95,41,102
-5340,92,42,103
-4017,92,41,101
-2695,94,43,101
-1372,94,42,101
-48,94,42,101
1275,93,41,102
2600,93,44,101
3924,94,42,102
5248,93,42,101
6595,95,43,100
7920,94,42,103
9245,95,41,102
10571,94,39,101
11897,94,41,102
13616,93,41,100
14995,93,42,103
16322,94,42,101
17649,94,41,101
18976,93,41,102
20326,94,41,102
22926,93,42,101
24263,94,41,101
25592,92,41,103
26921,95,41,101
28251,92,40,104
29571,95,41,102
30893,93,43,102
32215,93,41,101
-32000,93,42,103
-30656,93,42,101
-29335,95,44,101
-27990,93,42,102
-26667,94,43,101
-25349,95,42,101
-24029,95,43,100
-22710,94,43,101
-21390,93,41,101
-20070,93,41,102
-18750,96,43,101
-17408,94,41,103
-16087,95,40,101
-14767,94,41,101
-13161,95,43,102
-11794,92,41,101
-10473,93,40,101
-9151,94,41,101
-7829,93,43,101
-6507,93,42,100
-5184,94,43,102
-3748,95,42,102
-2392,94,42,101
-1069,93,42,102
255,93,41,102
1579,93,41,101
2903,94,42,102
4228,93,42,100
5552,93,42,102
6962,93,43,102
8332,93,42,100
9682,94,40,102
11009,93,42,102
12335,94,42,100
13661,94,41,100
14988,95,43,102
16315,93,41,101
18657,93,42,102
20075,95,42,101
22747,93,43,103
24086,95,41,102
25822,93,43,101
27215,95,41,101
28544,94,42,103
30157,96,41,99
31533,94,40,101
-32681,94,42,102
-31359,94,42,102
-30038,95,40,99
-28717,92,41,102
-27399,94,43,102
-26058,93,43,99
-24740,95,42,101
-23420,94,44,101
-22101,96,42,100
-20782,93,40,101
-19462,94,40,101
-18113,92,42,101
-15428,96,42,101
-13943,93,42,102
-12611,95,42,102
-11268,94,42,101
-9947,95,42,102
-8625,94,40,102
-7304,94,42,101
-5982,94,43,101
-4660,94,42,102
-3337,95,41,101
-2015,93,42,101
-692,93,42,101
631,93,42,99
1977,94,41,102
3302,94,41,101
4626,94,43,103
5985,95,41,102
7312,94,42,102
8637,94,43,100
9962,94,42,102
11288,93,41,101
12614,93,41,102
13940,95,41,101
15289,95,43,103
16616,92,42,101
17943,93,41,103
19270,94,43,102
20598,95,44,100
23551,95,42,103
24940,92,43,99
26269,94,42,102
27598,94,41,101
28927,93,42,104
30369,94,41,102
31737,94,42,102
-32473,95,43,103
-31151,94,42,101
-29830,95,41,102
-28509,94,39,101
-27190,96,42,101
-25872,94,42,103
-24553,92,44,101
-23234,93,44,103
-21892,93,43,102
-20477,96,42,102
-19117,95,41,100
-17795,92,42,103
-16474,92,41,101
-15154,94,41,101
-13833,93,42,100
-12512,92,43,100
-11191,94,41,102
-9870,94,43,101
-8508,94,42,101
-7184,94,41,102
-5861,92,42,104
-4539,95,41,100
-3216,95,41,100
-1893,95,42,102
-570,94,43,101
753,94,42,104
2078,93,44,101
3402,95,42,102
4749,95,43,102
6073,94,42,103
7399,92,42,101
8724,94,42,101
10049,95,42,101
11376,94,43,103
12702,94,44,101
14028,94,42,102
15407,93,42,102
16736,94,42,104
18085,93,41,102
19414,95,42,101
21999,93,42,103
23336,93,40,102
24664,94,41,101
25994,93,40,100
27323,93,41,103
28644,94,42,102
29965,93,41,101
31287,94,41,102
32631,94,42,104
-31584,93,42,102
-30263,94,42,102
-28944,95,42,101
-27626,94,43,102
-25246,93,41,103
-23856,93,41,102
-22534,95,43,103
-21214,93,41,101
-19895,94,43,103
-18552,94,43,102
-17232,93,42,100
-15911,96,43,100
-14590,94,42,102
-13269,93,43,103
-11948,93,42,101
-10627,95,41,102
-9305,95,42,102
-7983,93,42,102
-6661,93,42,103
-5316,93,41,102
-3993,94,41,102
-2670,94,41,101
-1347,93,41,101
77,95,42,101
1424,94,42,102
2748,94,42,101
5332,94,43,103
6922,95,40,101
8260,94,41,102
9608,93,40,100
10933,94,40,102
12259,95,43,102
13585,94,42,101
14912,94,41,102
16347,92,42,100
17717,95,42,104
19044,92,42,103
20372,93,42,102
22975,95,41,103
24334,93,41,102
25690,93,41,102
27021,94,43,103
28350,93,41,101
29671,94,42,102
30992,94,43,102
32314,94,42,103
-31900,93,42,102
-30579,94,43,102
-28869,94,41,102
-27488,95,42,103
-26169,94,43,102
-24851,94,42,103
-23532,94,43,103
-22212,95,42,101
-20893,94,43,101
-19573,94,41,101
-18253,93,43,102
-16933,94,43,101
-15551,94,42,104
-14205,96,41,102
-12884,93,44,101
-11563,92,42,101
-10242,95,43,101
-8920,93,41,103
-7598,95,41,104
-6276,95,43,101
-4954,96,41,103
-3631,94,42,102
-2309,94,40,103
-963,93,41,102
360,96,41,102
1685,95,41,102
3009,93,43,100
4333,95,43,103
5658,94,41,103
6983,93,42,101
8308,93,42,103
9659,93,43,102
10988,93,42,103
12336,95,41,102
13662,93,41,101
14989,94,43,102
16316,93,41,100
17643,94,41,103
18971,93,41,102
21552,95,41,100
22889,93,43,103
24217,93,43,101
25546,92,41,102
26898,94,41,102
28218,94,41,102
29540,94,41,100
30862,94,42,102
32530,94,43,103
-31573,93,42,102
-30201,94,42,104
-28874,95,44,102
-27555,94,41,102
-26237,93,41,101
-24895,94,42,101
-23576,94,41,103
-22256,94,42,103
-20937,94,40,103
-19616,94,41,102
-18296,93,42,101
-16976,94,43,100
-15655,95,43,102
-14334,95,42,102
-12918,92,40,101
-11536,94,43,101
-10212,93,42,103
-8890,94,43,102
-7568,94,40,103
-6228,94,42,103
-3842,94,43,102
-2486,94,42,102
-1163,95,43,102
161,94,42,102
1485,93,42,101
2832,95,40,102
4156,93,43,102
5860,94,41,102
7237,94,43,101
8880,95,40,101
10235,93,41,101
11561,94,42,101
12887,94,41,100
14214,92,42,101
15541,96,43,101
16890,96,41,101
18217,94,43,101
19615,94,42,101
22225,94,40,103
23562,94,43,101
24892,93,42,102
27734,94,42,102
29093,95,41,102
30413,95,43,104
31735,95,43,102
-32457,94,41,103
-31136,94,42,103
-29815,93,39,103
-28493,93,42,100
-27175,93,42,101
-25857,94,41,101
-24538,95,40,102
-23219,93,42,101
-21900,94,40,103
-20543,95,42,101
-19201,95,44,100
-17881,93,41,102
-16561,95,40,102
-15240,94,41,101
-13920,91,41,102
-12599,94,41,101
-11278,94,42,102
-9956,94,41,102
-8635,93,42,101
-7313,94,42,101
-5969,93,44,101
-4646,95,43,102
-3324,94,41,102
-2001,94,43,101
-678,93,41,102
645,94,42,100
1970,94,41,103
3772,94,43,100
5146,93,41,103
6470,94,41,103
7818,93,41,101
9143,93,42,102
10468,94,42,101
11795,93,41,101
13121,93,43,101
14447,96,42,102
15774,93,42,102
17101,94,41,102
18428,95,42,101
19756,92,42,101
22383,94,42,101
23812,94,43,102
25183,94,43,103
26514,94,41,102
27844,94,43,101
29180,94,43,102
30506,93,41,101
31828,93,42,101
-32386,94,42,101
-31065,95,41,101
-29722,95,44,102
-28404,94,42,101
-27085,93,43,101
-25766,95,44,102
-24447,94,43,102
-23128,94,42,100
-21808,93,42,101
-20488,93,40,105
-19168,95,41,104
-17848,94,41,102
-16505,94,41,101
-15185,94,43,100
-13864,95,43,104
-12543,93,42,102
-11205,94,42,101
-9879,95,40,101
-8557,92,42,102
-7235,94,41,102
-5913,94,43,102
-4590,94,41,100
-3245,94,42,103
-1922,93,41,103
-598,94,44,101
726,94,42,101
2050,94,42,101
3375,95,41,101
4699,93,41,102

