t,x,y,z
29430,95,42,102
30812,93,39,102
-32114,94,41,103
-30774,94,44,100
-29453,95,43,102
-28112,95,42,102
-26768,94,41,102
-25434,95,40,100
-24121,95,40,99
-22785,92,38,98
-21471,92,33,97
-20159,89,30,91
-18773,86,29,84
-17460,81,31,78
-16151,78,32,77
-14849,73,34,79
-13548,66,30,81
-12248,58,27,78
-10948,53,23,74
-9625,51,21,68
-8324,47,23,63
-7023,45,23,63
-5721,47,26,61
-4420,47,26,62
-3118,45,26,61
-1816,46,29,64
-514,45,29,68
789,46,31,69
2092,51,34,75
3417,54,35,80
4720,61,36,84
6048,62,37,87
7354,67,40,89
8658,74,42,94
10048,80,42,97
11366,82,43,98
12672,85,41,99
13977,87,45,98
15283,89,43,99
16611,92,41,100
17917,91,41,100
19223,92,41,98
20529,93,42,101
21836,93,41,101
23143,93,42,102
24450,93,41,104
25757,93,43,102
27065,94,41,99
28373,93,43,102
30990,93,41,102
32333,93,42,101
-31883,94,42,101
-30541,93,41,101
-29197,93,42,101
-27864,93,42,102
-26550,93,41,101
-25237,95,42,102
-23923,92,42,100
-22611,93,41,102
-21277,91,40,100
-19966,93,42,101
-18658,96,42,102
-17355,93,41,100
-15931,94,43,102
-14615,94,41,102
-13315,94,42,101
-12014,95,41,100
-10713,94,42,102
-8923,93,43,101
-7590,94,41,101
-6289,93,42,101
-4987,94,41,100
-3685,93,41,100
-2383,95,41,103
-1080,94,42,100
223,93,42,102
1526,95,42,103
2829,93,44,101
4133,92,41,101
5459,94,41,100
6763,93,42,100
8067,93,44,102
9372,93,41,102
10678,95,42,101
11983,92,43,101
13289,95,41,100
14594,94,42,105
15919,93,42,102
17228,93,41,101
19624,93,41,101
20960,94,41,101
22267,93,42,101
23574,93,43,101
24881,94,43,99
26189,94,42,102
27497,94,41,102
30490,93,42,102
31875,91,41,101
-32341,94,42,102
-30977,94,41,102
-29633,95,41,101
-28299,95,43,102
-26986,94,41,101
-25600,93,40,100
-24284,94,43,100
-22972,93,42,102
-21659,94,42,102
-20245,93,41,101
-18930,94,42,99
-17605,93,44,102
-14702,93,40,101
-13310,92,42,102
-12007,92,41,102
-10706,92,43,102
-9406,94,43,101
-8105,94,43,101
-6803,94,40,102
-5502,93,40,100
-4200,94,42,99
-2876,94,42,104
-1573,95,41,101
-236,93,41,100
1069,94,41,102
2372,94,43,102
3675,93,39,102
4979,94,40,102
6283,93,41,102
7587,94,43,100
8891,94,42,102
10218,95,43,99
11524,93,40,100
12829,95,43,104
14135,92,41,101
15440,93,41,101
16746,93,42,102
18052,92,41,100
19450,93,42,102
20804,95,41,100
22111,94,43,100
23440,91,41,100
24765,95,42,100
26075,94,42,102
27764,93,43,101
30392,93,42,101
31732,93,42,101
-32484,94,42,103
-31142,93,42,100
-29798,93,42,102
-28465,93,41,101
-27129,93,42,102
-25816,92,41,103
-24501,94,41,102
-23190,93,43,101
-21878,92,42,101
-20568,94,41,101
-19259,92,43,102
-17957,94,42,100
-16657,93,41,100
-15328,94,42,102
-14002,94,43,101
-12702,94,42,101
-11401,92,41,99
-10100,95,43,100
-8799,94,43,101
-7497,93,42,102
-6195,93,42,100
-4894,95,44,101
-3591,92,41,103
-2288,94,42,101
-963,95,41,100
340,93,40,100
1643,94,41,100
2946,93,41,101
4250,93,39,101
5554,93,41,102
6858,95,43,100
8163,95,40,102
9524,93,41,101
10832,92,42,102
12160,95,41,102
13570,94,43,101
14889,94,42,100
16195,94,40,100
17502,94,41,102
18808,94,41,100
20115,92,42,102
21422,94,41,101
22729,94,43,100
24037,94,42,102
25367,94,42,100
27940,93,42,100
29280,94,40,100
30600,92,42,100
31942,94,43,102
-32250,93,40,102
-30899,91,42,101
-29584,93,42,99
-28270,95,42,101
-26956,96,42,102
-24565,92,42,99
-23224,93,41,102
-21914,94,40,100
-20605,92,41,101
-19303,92,41,101
-18002,93,43,101
-16702,96,42,101
-15402,93,41,102
-14101,93,42,100
-12800,94,40,102
-11477,93,42,102
-10175,94,43,102
-8639,92,41,101
-7011,92,41,101
-5625,95,41,102
-4320,94,43,102
-3017,93,40,100
-1399,92,41,102
52,96,41,102
1360,93,44,102
2685,93,42,101
3989,91,41,100
6947,93,43,102
8301,95,41,100
9606,93,42,102
10911,94,41,101
12217,94,42,101
13522,94,42,99
14828,96,40,103
16134,92,41,101
17462,93,42,99
18805,92,41,102
20113,94,41,102
21420,92,41,100
22727,95,42,102
24035,93,42,99
25342,94,42,102
26650,92,41,102
29256,94,42,101
30596,94,43,100
31939,94,43,100
-32256,93,40,101
-30912,93,39,101
-29578,94,41,101
-28264,95,42,101
-26951,92,42,105
-25636,94,43,101
-24324,93,41,101
-23013,94,41,102
-21644,93,42,101
-20311,92,42,100
-19008,93,42,100
-17614,94,41,100
-16289,93,41,101
-14988,94,42,101
-13687,93,42,100
-12387,92,42,100
-11085,93,42,100
-9784,94,42,101
-8482,93,43,102
-7158,94,42,100
-5856,93,43,100
-4554,92,41,100
-3251,94,42,101
-1948,95,40,100
-645,94,41,101
658,93,41,103
1962,94,42,102
3283,93,43,99
4590,94,41,102
5916,94,43,101
7221,94,42,103
8527,92,41,100
9833,92,41,100
11138,94,42,102
12444,94,42,101
13750,92,41,100
15056,94,43,101
16363,91,40,102
17670,94,43,101
18999,93,43,101
20306,92,41,100
21614,93,40,101
22921,94,42,100
24229,93,41,102
26801,95,41,101
28289,93,41,102
29670,93,41,103
31012,93,43,101
32356,94,42,100
-31824,93,42,102
-30510,93,41,102
-29197,93,41,101
-27883,93,42,101
-26571,94,42,100
-25259,94,43,102
-23948,92,42,99
-22640,94,42,100
-21337,96,41,99
-20037,94,41,101
-18714,93,41,100
-17414,93,42,100
-16113,93,41,101
-14812,94,41,101
-13511,94,42,100
-12186,93,44,99
-10882,94,43,99
-9580,94,42,100
-8278,94,43,100
-6976,94,41,100
-5651,94,42,101
-3307,94,43,102
-1977,94,42,101
-674,94,43,101
629,95,42,101
1933,94,42,102
3238,93,41,99
4542,93,42,102
5847,93,44,102
7153,93,42,102
8924,91,41,101
10282,94,42,100
11588,95,42,100
12963,93,41,101
14271,93,40,100
15578,94,42,103
16970,92,40,100
18304,95,42,101
19611,94,44,101
20918,94,42,100
22248,93,43,102
23556,92,42,102
27743,93,42,102
29259,93,43,101
30588,93,42,101
31930,93,40,101
-32262,92,42,103
-30929,92,43,100
-29615,92,42,100
-28266,93,42,101
-26928,94,41,101
-25616,93,42,103
-24305,94,43,104
-22994,93,40,100
-21686,94,42,102
-20383,93,41,101
-19083,93,43,102
-17783,95,41,100
-16483,92,42,102
-15182,95,42,100
-13859,93,41,105
-12558,93,44,102
-11257,93,42,101
-9955,95,43,100
-8654,94,41,101
-7352,94,42,102
-6049,93,41,101
-4747,94,42,104
-3427,95,42,104
-2121,93,42,101
-707,94,41,100
646,93,40,100
1950,92,40,102
3254,95,42,103
4558,93,43,102
5863,93,42,101
7168,94,42,100
8474,94,43,102
9779,92,41,102
11085,94,42,101
12413,94,42,102
13719,93,42,105
15026,94,42,99
16332,95,43,101
17639,94,42,101
18946,94,42,102
20253,95,42,101
21578,94,43,102
22888,93,41,101
25470,92,42,103
26837,94,41,101
28155,93,43,104
29496,93,42,101
30840,93,40,102
32174,94,41,101
-32049,93,42,101
-30735,94,41,102
-29421,93,43,103
-28110,93,42,101
-26798,92,43,99
-25465,93,42,101
-24157,93,42,103
-22855,94,40,102
-21554,93,41,102
-20254,94,42,100
-18937,94,43,103
-17634,92,42,100
-16333,93,41,102
-15032,93,41,100
-13646,94,40,102
-12309,94,42,102
-11007,93,43,102
-9705,95,44,101
-8403,92,40,102
-7100,93,42,102
-5798,93,41,102
-4495,94,42,101
-3192,93,41,100
-1888,93,41,103
-584,94,42,102
742,94,40,104
2046,93,40,102
3351,94,42,101
4656,95,42,102
6018,93,40,101
7326,95,41,102
8632,93,43,99
9938,92,42,102
11244,93,42,101
12550,94,40,101
13879,92,41,101
15186,96,43,101
17500,93,41,101
18865,92,42,101
20173,92,40,103
21481,94,41,101
24078,92,44,101
25422,93,41,101
26740,93,40,102
28082,94,42,101
29448,94,41,102
30782,94,41,101
32122,93,41,103
-32098,92,42,100
-30784,94,41,101
-29245,92,43,100
-27605,93,41,102
-26242,94,43,99
-24934,94,40,102
-23631,95,41,101
-22309,92,42,101
-20567,93,42,101
-19233,94,41,101
-17600,92,40,102
-16235,93,42,102
-14934,94,42,102
-13632,94,42,104
-12331,93,41,102
-11029,93,42,102
-9727,93,42,102
-8378,94,41,103
-7073,93,41,102
-5770,95,42,100
-4467,93,42,102
-3164,95,42,100
-1861,92,42,100
-557,93,41,101
748,94,40,102
2052,95,40,100
3357,93,41,100
4685,93,41,100
5990,94,41,101
7296,94,41,100
8601,94,40,103
9907,93,42,101
11214,93,42,102
12520,95,41,103
13827,94,42,102
15134,92,41,100
16458,93,39,102
17790,95,41,100
19097,93,40,100
20515,92,41,100
23132,92,42,101
24477,94,39,101
25795,94,42,102
27137,92,43,103
28481,94,42,101
29815,93,42,100
31128,93,42,101
32464,95,42,102
-31758,93,41,102
-30446,95,42,102
-29135,92,43,102
-27824,92,40,101
-26516,94,42,101
-25178,95,41,99
-23860,93,41,102
-22558,93,43,100
-21257,93,42,100
-19934,94,41,102
-18633,95,41,103
-17332,94,41,102
-16031,92,42,102
-14729,92,42,99
-13427,95,42,101
-12125,94,42,100
-10823,92,42,100
-9520,94,42,101
-8217,93,42,101
-6892,93,41,103
-5589,92,41,100
-4285,95,42,100
-2981,92,43,101
-1677,93,43,102
-373,95,42,101
958,94,42,101
2266,93,43,102
3571,94,41,101
4877,94,41,101
6205,93,42,101
7715,93,42,101
9355,92,41,103
10729,92,42,102
12036,94,42,102
13342,94,42,101
14650,94,42,101
15957,94,43,101
17861,94,41,102
19201,94,43,101
21790,94,42,102
23135,96,42,101
24453,94,44,102
25836,93,41,101
27575,94,42,100
29254,93,41,100
30604,94,42,102
31917,93,41,102
-32305,93,43,104
-30993,93,42,102
-29659,95,42,101
-28349,94,42,100
-27040,94,42,102
-25738,92,43,102
-24437,92,42,102
-23137,96,41,101
-21836,93,41,100
-20536,92,41,103
-19235,94,41,102
-17934,91,42,101
-16610,94,42,102
-15280,96,42,103
-13976,93,42,103
-12674,93,41,101
-11078,94,41,101
-9594,94,42,102
-8267,92,43,101
-6964,93,41,102
-5661,94,41,100
-4357,94,41,101
-3031,94,42,100
-1727,94,42,103
-422,93,43,100
883,94,41,102
2189,93,43,102
3494,93,42,101
4800,94,42,100
6105,95,42,103
7412,92,42,101
8718,93,42,103
10152,92,42,101
11465,93,42,101
12772,92,40,100
14079,96,41,101
15387,94,42,101
16694,93,42,102
18002,95,42,104
20601,94,42,101
21946,94,42,100
23264,92,41,102
24628,93,40,101
25972,93,40,101
27306,94,41,101
28620,94,42,100
29933,93,42,101
31247,92,42,103
32559,95,41,102
-31665,95,42,101
-30331,93,41,103
-29020,94,41,102
-27695,94,43,101
-26395,93,40,101
-25094,93,41,101
-23794,92,42,100
-22493,93,43,102
-21017,93,42,103
-19366,94,43,101
-17976,93,41,104
-16675,92,41,103
-15373,94,42,101
-14049,94,42,102
-12746,92,42,103
-11444,94,41,101
-10141,95,42,102
-8838,94,43,101
-7535,94,41,102
-6205,93,41,102
-4899,94,42,101
-3595,93,41,99
-1928,93,41,103
-533,93,42,102
1090,93,42,101
2425,94,41,101
3731,94,41,101
5036,93,42,102
6414,94,41,101
7723,93,42,102
9029,94,42,102
10336,95,43,101
11642,94,42,102
12972,93,41,102
14279,94,42,101
15587,94,43,102
16895,95,42,101
19506,93,42,100
20853,94,43,102
22171,95,43,103
23513,92,42,102
25314,92,41,101
26729,94,41,100
28064,95,41,102
29378,94,42,102
30692,93,43,102
32004,94,41,102
-32221,93,42,101
-30910,94,41,104
-28241,93,41,103
-26716,95,42,100
-25406,95,42,103
-24106,94,42,102
-22783,92,41,101
-21447,94,41,101
-20144,93,41,100
-18843,90,41,102
-17542,94,42,102
-16240,94,42,102
-14938,94,41,101
-13636,94,41,103
-12334,94,42,101
-11031,95,42,102
-9706,95,40,101
-8403,94,42,104
-7100,93,41,103
-5797,94,41,102
-4493,94,41,104
-3189,95,42,101
-1884,94,41,103
-580,93,43,99
726,91,43,101
2031,95,42,101
3421,92,42,101
4729,94,42,101
6035,92,43,101
7341,92,42,102
8648,93,43,102
9954,95,42,101
11261,94,44,101
12568,93,42,103
13876,94,40,102
15183,94,42,102
16611,94,41,102
19262,94,42,100
20607,94,42,101
21925,93,43,104
23266,92,42,102
24611,94,40,101
25944,92,42,101
27258,93,41,103
28589,94,41,102
29906,94,40,101
31240,94,42,102
32551,93,40,103
-31674,94,42,101
-29996,92,42,100
-28426,94,42,100
-27056,93,42,100
-25756,94,41,103
-24455,95,40,103
-23155,93,42,103
-21854,94,43,102
-20531,94,42,103
-19229,93,41,103
-17928,95,41,102
-16626,93,42,102
-15324,92,40,100
-14022,93,41,102
-12719,93,41,101
-11388,94,43,102
-10083,93,41,102
-8780,95,43,103
-7454,93,42,100
-6069,94,42,102
-4742,94,42,101
-3143,95,40,101
-1802,94,42,100
-496,94,42,101
809,92,40,101
2115,92,43,102
3420,94,42,102
4726,92,41,102
6055,93,42,101
7362,94,41,102
8668,95,42,102
9975,93,41,103
11282,93,41,103
12591,94,41,101
13922,93,41,102
15232,93,42,103
17812,92,42,101
19157,93,41,100
20497,94,42,102
21839,93,42,100
23183,94,41,100

