t,x,y,z
-22369,96,42,100
-21001,95,43,104
-19691,94,41,102
-18383,95,42,103
-17075,94,42,102
-15769,93,42,103
-14435,93,42,102
-13109,94,42,103
-11810,93,41,100
-10510,93,41,102
-9210,95,42,103
-7910,95,42,101
-6610,93,41,101
-5189,93,41,102
-3873,94,42,101
-2572,95,41,102
-1271,94,42,103
53,96,41,101
1355,93,42,101
2657,94,42,102
3960,93,42,102
5262,95,43,101
6565,94,41,101
7868,95,41,101
9171,94,41,101
10515,96,41,102
11839,94,42,102
13166,94,43,103
14471,95,41,99
15775,93,42,101
17080,95,42,101
18386,94,43,101
19691,92,40,102
20997,94,42,101
22303,92,42,102
23610,92,42,101
24917,93,42,100
26246,94,41,101
28952,94,41,101
30340,95,42,102
31663,93,41,101
-32542,93,41,101
-31197,93,41,99
-29826,94,40,100
-28473,94,42,101
-27136,94,42,101
-25820,94,40,101
-24484,95,40,100
-23170,93,43,101
-21858,94,42,101
-20550,94,42,98
-19248,93,43,102
-17948,94,42,100
-16648,94,41,100
-15347,94,41,100
-14046,94,42,101
-12745,95,42,101
-11422,93,42,103
-8736,95,42,100
-7369,94,40,101
-6065,94,41,101
-4732,94,41,100
-3427,94,43,101
-2125,94,41,101
-822,95,42,100
482,94,41,100
1785,94,41,101
3112,93,42,103
4418,92,41,100
5723,93,41,101
7028,94,43,101
8333,94,42,101
9639,93,41,101
10944,95,41,103
12518,93,40,100
14173,94,42,102
15526,95,41,102
16857,94,41,101
18652,93,42,100
20041,94,42,100
22764,94,43,100
24148,94,43,101
25459,93,41,102
26767,93,42,102
28076,93,40,101
30792,95,42,102
32191,94,41,101
-32002,96,43,102
-30671,94,42,100
-29328,94,40,102
-27995,94,42,102
-26683,94,42,100
-25372,94,41,100
-24062,95,41,103
-22752,92,41,101
-21445,93,42,100
-20079,94,42,100
-18755,94,43,100
-17455,94,42,100
-16155,93,41,102
-14854,94,42,102
-13553,92,42,102
-12253,94,41,101
-10952,95,41,101
-9651,94,40,101
-8349,95,43,101
-7047,94,42,100
-5722,95,41,100
-4420,92,44,103
-3118,93,41,102
-1815,94,40,102
-512,93,43,100
792,93,43,101
2095,94,41,102
3399,94,42,100
4728,94,42,102
6036,93,42,102
7362,94,41,103
8667,94,40,101
9973,94,43,102
11278,95,42,102
12584,95,40,100
13890,93,42,102
15196,93,42,101
16502,93,41,103
17809,94,44,102
19116,93,41,101
20445,96,42,100
21753,94,41,101
23060,95,40,102
24368,94,43,101
25677,95,42,102
28610,93,42,102
30024,93,42,101
31348,93,41,104
32691,94,42,100
-31498,95,42,101
-30129,94,41,101
-28792,94,42,99
-27478,96,41,102
-26164,95,41,101
-24851,94,42,101
-23540,93,41,100
-22232,92,43,99
-20929,93,42,101
-19630,95,43,101
-18329,94,41,100
-16909,95,41,100
-15565,94,42,101
-14262,94,43,103
-12961,93,43,101
-11660,95,41,101
-10341,94,41,101
-9037,94,43,100
-7735,95,40,101
