t,x,y,z
19710,94,41,100
21020,94,39,101
22349,95,43,99
23656,93,44,101
24964,93,42,100
26271,94,42,101
27579,93,42,101
28887,92,42,100
30196,94,43,100
31504,93,43,101
-31406,95,42,100
-30054,94,43,101
-28701,91,42,100
-27363,93,42,101
-26019,93,41,100
-24674,91,43,100
-22969,93,41,101
-21575,94,42,103
-20242,92,41,101
-18931,94,42,100
-17622,94,42,102
-16314,94,42,101
-14987,94,42,101
-13687,93,41,100
-12386,94,42,101
-11085,93,42,100
-9784,94,42,101
-8483,94,43,102
-7181,93,43,101
-5820,95,43,101
-4509,94,43,100
-3206,95,41,100
-1882,95,42,103
-579,93,43,100
725,91,43,101
2028,94,41,102
3355,96,42,102
4661,92,42,102
5965,93,42,102
7502,93,42,101
8958,95,41,100
10289,93,42,102
11619,93,42,101
12924,95,41,100
14229,92,42,100
15535,93,42,101
16841,93,42,100
18148,94,41,101
19455,94,42,101
20762,93,42,99
22069,93,44,101
23377,94,42,100
24706,93,41,100
26014,94,43,100
27322,93,42,102
28656,94,42,100
29966,94,41,101
32660,94,42,101
-31505,94,43,100
-30174,94,41,100
-28836,94,41,101
-27492,93,43,104
-26125,93,42,101
-24780,93,41,100
-23438,94,41,99
-22107,92,42,100
-20796,92,42,101
-19487,93,43,99
-18179,93,42,101
-16875,92,41,101
-15575,95,42,100
-14274,93,43,100
-12951,95,43,101
-11529,94,43,101
-10216,95,40,99
-8914,93,43,102
-7612,93,42,100
-6310,94,41,100
-5008,93,42,104
-3705,93,43,100
-2403,93,41,101
-1099,93,43,101
226,94,41,100
1530,94,44,102
2833,94,42,99
4137,94,42,99
5441,94,42,101
6746,94,43,102
8050,94,41,102
9355,92,42,102
11258,94,43,100
12666,94,42,101
13998,93,41,100
15304,94,41,101
16611,94,43,101
17918,95,43,100
19225,94,42,99
20532,95,41,100
21840,94,44,102
23147,95,42,101
24455,95,42,103
25763,94,41,101
27094,93,41,99
28402,92,42,101
31010,94,44,101
32362,94,42,101
-31843,92,42,101
-30505,96,41,102
-29161,94,42,100
-27799,93,42,101
-26453,93,41,100
-25110,94,42,102
-23757,93,43,102
-22446,93,42,100
-20929,94,41,100
-19302,94,42,101
-17947,93,42,101
-16196,95,41,101
-14648,94,42,101
-13235,93,40,102
-11927,95,42,101
-10625,93,42,100
-9302,92,42,101
-8000,93,43,101
-6697,92,41,101
-5395,92,43,99
-4093,93,41,101
-2762,93,44,101
-1456,94,41,101
-153,94,43,100
1284,94,42,103
2639,94,42,100
3966,93,42,99
5270,95,42,101
6574,94,42,101
7878,94,42,101
9183,94,42,100
10488,95,43,101
11794,91,43,101
13435,94,44,101
14765,93,42,103
16072,93,41,100
17401,95,44,100
18708,94,41,101
20015,94,43,102
21323,93,42,101
22657,93,42,101
23967,93,41,99
25275,93,42,102
26583,94,42,100
27891,94,40,102
30513,93,44,101
31887,94,42,101
-32319,93,42,101
-30981,93,41,102
-29637,95,41,100
-28292,95,42,101
-26948,93,44,100
-25605,93,43,101
-24275,93,43,101
-22964,94,40,101
-21655,94,41,100
-20325,94,42,101
-19021,95,42,101
-17669,95,43,100
-16366,95,40,101
-15065,93,42,101
-13764,94,41,100
-12463,93,43,103
-11161,94,41,101
-9859,94,43,100
-8557,93,43,100
-7232,94,41,101
-5930,94,42,102
-4627,95,42,101
-3324,93,44,102
-2021,93,42,101
-718,94,42,101
645,94,43,100
1951,93,43,100
3255,94,42,101
4559,93,41,101
5886,93,43,102
7208,94,43,101
8515,93,41,102
9820,94,42,100
11126,94,43,99
12432,95,42,101
13738,94,42,101
15268,93,40,100
16736,94,43,100
18070,92,42,100
19402,93,40,100
21092,94,42,100
22736,94,42,102
24083,94,44,99
25391,92,41,102
26699,94,40,99
29321,93,41,102
32229,94,42,101
-31928,94,42,101
-30591,93,42,101
-29139,94,41,100
-27776,95,40,102
-26432,94,42,101
-25089,94,41,100
-23759,96,40,100
-22448,96,40,99
-21139,95,38,99
-19831,95,37,96
-18145,93,34,92
-16804,89,29,87
-15481,87,25,79
-14180,81,25,69
-12879,78,28,62
-11578,71,32,58
-10276,69,36,63
-8945,60,36,66
-7641,54,31,66
-6338,46,26,64
-5036,43,21,59
-3733,41,21,55
-2408,41,17,50
-1105,38,20,48
199,36,20,48
1503,37,21,49
2807,37,22,50
4111,37,23,52
5415,39,25,55
6720,42,29,60
8024,44,30,65
9329,47,30,68
10657,52,34,70
11963,56,38,76
13269,62,43,79
14575,69,46,87
15882,74,42,92
17207,77,44,94
18517,80,43,94
19824,83,43,97
21131,89,44,100
22439,90,44,99
23770,91,45,99
25078,90,43,100
26386,92,44,99
29012,95,43,101
30360,90,41,99
31691,93,42,101
-32508,95,43,101
-31164,94,42,101
-29818,93,43,100
-28474,93,42,101
-27109,94,42,100
-25778,93,43,100
-24420,93,43,101
-23106,92,42,100
-21799,93,43,101
-20494,93,42,101
-19194,93,40,101
-17893,94,43,101
-16592,92,43,101
-15291,94,40,102
-13965,93,40,101
-12531,96,41,103
-11216,93,41,100
-9913,94,43,101
-8297,94,42,100
-6959,95,41,102
-5380,94,43,103
-4050,93,43,100
-2747,94,41,102
-1443,94,44,102
-117,95,42,101
1216,93,42,100
2522,94,42,102
3827,93,41,100
5240,94,41,99
6583,93,44,99
7888,94,41,100
9194,96,42,100
10500,94,43,99
11805,93,41,102
13135,92,41,98
14442,92,43,99
15749,94,42,101
17056,93,42,100
18669,93,41,100
21014,94,42,101
22405,93,42,100
23715,92,42,101
25023,95,42,100
26361,94,42,100
29011,94,41,102
30358,93,43,102
31689,94,43,101
-32509,93,42,100
-31165,94,42,101
-29820,96,42,100
-28476,94,41,100
-27133,96,42,102
-25802,95,43,101
-24492,92,42,100
-23160,93,42,101
-21853,93,42,100
-20548,93,41,101
-19248,94,43,101
-17947,93,42,99
-16646,94,42,101
-15345,92,42,100
-12683,95,44,102
-11313,92,43,101
-10005,94,42,102
-8680,95,42,101
-7378,93,43,102
-6075,95,44,102
-4772,93,42,101
-3469,93,41,103
-2166,92,42,101
-862,93,42,100
442,96,43,101
1746,95,42,102
3050,93,42,102
4377,92,42,99
5682,94,43,101
6987,94,42,102
8292,94,41,100
9598,92,41,100
10971,95,44,100
12279,93,42,101
13586,93,44,101
14893,93,42,101
16200,94,41,101
17530,93,41,101
18838,93,41,101
20145,93,41,101
21453,93,41,101
22850,94,43,101
24211,93,43,101
25524,94,43,100
28136,94,42,100
29484,93,42,105
30815,93,43,102
32175,95,43,100
-32017,93,41,101
-30670,92,43,101
-29310,94,41,101
-27965,94,40,101
-26634,94,43,102
-25229,95,41,101
-23904,94,42,102
-22596,92,42,101
-21292,94,42,101
-19969,94,43,102
-18668,95,40,101
-17367,93,44,101
-16065,94,40,102
-14764,94,41,100
-13462,92,42,102
-12160,95,42,101
-10858,93,43,100
-9555,93,42,101
-8253,95,43,101
-6927,95,41,102
-5611,94,43,101
-4301,93,41,100
-2997,93,43,101
-1693,92,42,100
-389,95,42,101
915,93,41,101
2219,95,44,101
3524,94,41,100
4829,94,44,100
6157,92,42,100
7462,94,41,100
8768,94,41,100
10074,94,42,101
11381,93,40,99
12688,94,42,100
13995,94,41,101
15303,93,42,101
16610,94,41,101
17918,94,43,101
19248,94,42,101
20574,96,43,101
21884,94,41,101
23193,93,42,103
25794,93,41,100
27142,94,41,99
28473,93,43,101
29811,93,43,100
31155,94,41,100
32500,93,42,101
-31670,95,43,101
-30327,96,43,102
-28996,94,42,99
-27685,93,42,99
-26376,94,41,102
-25068,92,43,100
-22754,93,41,100
-21411,93,43,99
-20080,94,44,102
-18776,93,42,101
-17452,93,41,100
-16151,93,41,102
-14849,94,40,101
-13547,93,43,99
-12245,93,43,101
-10942,93,42,101
-9640,94,42,100
-8337,93,44,100
-7034,94,41,101
-5730,93,42,100
-4185,92,43,100
-2571,93,43,100
-1213,93,41,101
517,93,44,103
2157,94,42,101
3512,94,43,100
4880,94,42,102
6187,94,42,101
8994,92,42,102
10358,93,42,101
11687,92,43,101
12993,94,41,102
14300,95,42,100
15607,94,43,101
16914,94,43,101
18222,94,42,100
19529,94,43,102
20837,93,41,101
22145,93,41,101
23454,93,42,101
24784,94,41,101
27424,93,43,102
28771,93,43,101
30127,93,41,103
31467,91,42,100
-32725,94,44,99
-31380,92,43,100
-30036,93,42,101
-28693,95,42,102
-27362,95,43,102
-26029,96,42,101
-24720,94,41,101
-23412,93,43,100
-22108,94,42,104
-20808,93,43,100
-19507,94,44,103
-18206,95,42,99
-16904,93,43,101
-15603,95,42,101
-14301,93,42,102
-12977,93,43,100
-11661,93,42,102
-10352,95,41,102
-9050,93,42,101
-7747,94,42,100
-6444,95,42,101
-5141,92,43,100
-3837,94,43,100
-2533,93,42,101
-1229,96,43,100
97,95,41,102
1402,94,42,102
2706,94,43,102
4011,95,44,102
5316,93,42,101
6622,93,43,101
7928,93,41,102
9234,93,41,101
10540,94,41,101
11847,94,42,101
13177,92,43,100
14501,93,42,99
15811,94,41,101
17118,95,42,100
18426,95,42,101
19734,94,42,100
21043,94,41,100
22351,95,42,99
24944,94,43,100
26291,91,41,101
27644,93,40,102
28982,94,43,100
30326,93,41,101
31774,94,42,101
-32375,94,43,102
-31032,92,42,101
-29701,94,43,102
-28391,94,41,101
-26734,93,42,100
-25359,93,43,102
-24032,93,43,101
-22732,93,43,100
-21286,94,42,100
-19961,93,43,101
-18659,94,41,100
-17358,93,43,101
-16056,93,42,100
-14754,94,43,101
-13452,93,41,101
-12150,94,43,101
-10825,94,41,100
-9522,93,42,100
-8219,93,42,102
-6916,95,40,100
-5612,93,41,101
-4308,93,41,101
-2009,92,43,102
-570,92,41,103
739,94,43,101
2043,96,43,102
3371,92,42,101
4675,92,42,102
5981,92,42,102
7287,95,42,102
8592,93,44,100
9899,95,42,101
11206,93,43,101
12513,93,41,101
13820,95,44,100
15128,93,43,100
16457,95,42,101
17765,93,43,101
19073,93,41,101
20382,93,41,101
21690,94,43,101
24344,94,41,101
25693,93,41,101
27024,93,42,102
29766,94,42,101
31173,94,44,100
32543,91,42,102
-31649,94,42,102
-30307,92,42,100
-28976,93,41,102
-27665,93,41,101
-26356,92,41,103
-25048,93,42,101
-23744,94,42,102
-22444,95,42,101
-21143,94,42,101
-19820,93,44,100
-18519,95,43,99
-17182,93,41,100
-15879,96,42,101
-14577,94,43,100
-13274,96,41,101
-11972,93,40,100
-10670,94,43,101
-9367,96,42,99
-8064,93,41,102
-6738,95,42,100
-5073,95,43,101
-3711,93,42,100
-2407,95,42,101
-1103,93,40,100
201,94,43,102
1506,93,43,100
2927,94,41,100
4274,94,43,100
5580,94,44,101
6908,93,42,102
8229,93,43,102
9538,92,41,101
10845,95,43,100
12152,95,41,103
13556,94,42,101
14871,94,43,102
16178,94,43,100
17486,95,41,101
18794,92,41,102
20124,93,42,100
21433,93,40,100
24061,94,42,104
25408,93,44,101
26739,93,43,102
28077,94,44,100
29421,93,43,101
30766,95,41,101
32110,95,42,101
-32066,94,42,102
-30710,93,44,101
-29400,95,41,101
-28090,95,42,101
-26783,93,41,100
-25479,93,42,102
-24178,95,41,102
-22878,94,42,103
-21577,94,43,101
-20275,93,40,101
-18974,95,41,103
-17650,94,41,101
-16348,93,42,100
-15046,93,42,99
-13744,93,43,102
-12441,96,43,102
-11139,93,41,102
-9836,94,42,101
-8533,93,44,100
-7179,92,41,100
-5873,95,41,100
-4547,92,42,101
-3243,93,42,100
-1938,95,42,102
-634,93,43,101
671,93,42,100
1976,92,43,101
3282,94,43,102
4587,95,41,102
5893,93,41,100
7200,95,43,100
8529,93,40,100
9836,93,43,101
11143,93,43,100
12451,93,44,102
13758,94,41,101
15066,96,43,100
16374,94,41,101
17708,92,43,101
20099,94,42,102
22724,93,42,101
24094,92,42,102
25425,92,42,102
26763,94,42,101
28106,93,42,101
29451,94,43,100
30796,93,42,101
32138,94,43,100
-32067,94,42,100
-30756,93,43,100
-29447,94,41,100
-28117,93,42,100
-26813,93,42,102
-25300,95,40,101
-23793,94,41,102
-22455,95,41,101
-20744,94,43,101
-19373,96,39,102
-17643,94,44,101
-14840,94,43,100
-13463,93,42,102
-12134,94,42,102
-10831,95,42,101
-9528,94,43,104
-8225,93,42,101
-6922,93,42,101
-5618,94,42,101
-4314,92,41,100
-3010,93,43,101
-1706,93,42,100
-402,94,41,100
925,93,41,100
2265,92,42,101
3572,92,41,100
4877,93,43,103
6183,93,41,101
7489,93,42,101
8796,93,41,101
10103,92,42,102
11410,92,42,102
12717,94,41,100
14047,93,42,101
15354,94,41,101
16662,92,41,101
17970,94,41,101
19279,93,44,101
20587,95,42,100
23222,95,41,102
24569,93,42,101
25900,93,42,101
27293,93,42,103
28661,93,42,102
30006,93,41,101
31350,95,40,103
32693,94,43,100
-31512,94,43,101
-30201,93,43,103
-28892,94,43,101
-27585,94,41,101
-26280,92,43,101
-24980,95,44,101
-23657,94,41,101
-21944,93,43,102
-20593,93,42,100
-19292,93,42,101
-17990,93,42,100
-16688,92,43,103
-15386,94,41,99
-14055,92,43,102
-12751,94,42,100
-11448,92,41,101
-10122,94,42,100
-8819,94,42,100
-7516,94,42,100
-6212,94,43,103
-4908,94,43,102
-3604,94,42,100
-2299,95,42,102
-995,93,43,102
310,92,41,100
1615,95,41,101
2943,94,42,101
4249,94,43,101
5555,94,42,101
6861,95,43,102
8169,93,43,100
9475,95,42,103
10881,94,43,101
12244,92,42,100
13551,93,42,101
14859,92,41,102
16266,93,42,102
17601,93,42,102
18909,93,42,101
21536,93,42,101
22883,96,41,102
24214,94,43,102
25552,94,42,101
26896,94,42,101
28241,93,42,100
29585,94,42,100
30950,92,42,102
32281,94,42,101
-31944,93,43,101
-30635,93,41,102
-29311,92,42,101
-28005,94,42,100
-25797,94,44,102
-24333,93,43,101
-23029,92,43,103
-21348,92,44,102
-19963,93,42,101
-18662,92,41,101
-17360,93,41,100
-16058,95,42,100
-14756,94,41,100
-13453,94,41,101
-12150,94,42,102
-10847,93,42,102
-9544,94,41,101
-8241,93,41,101
-6915,94,41,100
-5611,94,42,102
-4239,94,41,101
-2930,95,42,100
-1626,94,42,103
-321,94,42,98
984,94,44,102
2290,94,42,102
3595,93,41,102
6293,94,41,100
7777,95,42,101
9098,95,43,102
10405,94,42,101
11712,94,41,101
13020,94,42,101
14328,94,43,100
15635,93,42,103
16944,93,43,102
18252,96,43,102
19560,94,41,101
22262,92,41,103
23611,94,42,102
24942,94,43,103
26280,92,41,101
27624,94,43,102
28969,94,43,102
30313,93,43,100
31656,95,43,101
-32549,93,41,101
-31238,94,42,102
-29907,93,42,101
-28599,96,42,102
-27295,95,42,102
-25994,94,42,101
-24694,93,41,100
-23392,97,41,102
-22091,94,41,100
-20790,94,43,101
-19471,93,42,99
-18167,94,41,102
-16746,94,42,101
-15401,94,45,99
-14007,94,42,102
-12695,93,42,101
-11391,93,40,101
-10088,94,42,101
-8785,93,42,102
-7481,94,42,99
-6177,95,41,101
-4873,94,43,101
-3546,95,43,101
-2241,92,42,102
-936,93,41,101
369,94,41,100
1674,93,42,101
2980,92,41,101
4286,95,43,101
5610,94,43,101
6920,94,42,100
8227,94,40,101
9556,96,42,102
10864,93,43,101
12172,95,43,101
13479,95,42,101
14788,95,41,101
16096,93,43,100
17404,92,43,103
20012,93,41,100
21359,94,43,100
22690,93,42,102
24050,95,43,102
25394,94,42,102

