t,x,y,z
-15379,93,43,102
-14003,93,43,101
-12666,92,42,100
-11366,95,43,101
-10067,94,42,100
-8767,94,42,102
-7467,94,41,100
-6167,93,43,101
-4866,93,43,101
-3565,94,43,101
-2263,94,43,101
-961,94,42,102
363,94,42,101
1665,93,43,100
2968,94,42,101
4276,94,43,100
5609,93,44,100
6923,93,42,101
8232,93,42,99
9542,93,44,100
10851,92,42,101
12161,93,42,100
13493,94,42,99
16229,93,42,100
17590,95,42,101
18923,94,42,103
20251,93,42,100
21595,94,42,102
22939,93,43,101
24283,93,42,101
25625,93,42,101
26957,93,43,101
28292,94,42,101
29603,94,42,99
30926,95,43,101
32236,93,41,99
-31999,94,41,100
-30699,93,42,100
-29398,93,43,101
-28097,93,42,100
-26796,92,43,100
-25494,94,42,101
-24170,95,43,100
-22868,94,42,100
-21566,94,40,101
-20264,94,41,101
-18961,95,43,101
-17658,94,42,101
-16355,94,41,101
-15052,94,43,101
-13748,95,43,99
-12444,93,43,100
-11118,93,42,100
-9800,93,42,100
-8492,93,41,101
-7037,94,40,100
-5696,93,43,99
-4390,93,43,100
-3085,93,41,101
-1778,94,42,101
-472,94,41,100
836,95,41,100
2166,93,42,100
3473,94,42,101
4781,95,41,99
6089,93,43,100
7397,94,42,99
8705,94,43,101
10013,93,42,101
11322,94,42,100
15644,95,41,101
17375,93,43,101
18778,92,43,101
20605,95,40,100
22287,94,43,98
23681,94,43,100
25024,93,41,100
26367,93,43,100
27699,94,42,99
29011,94,41,101
30322,93,42,101
31631,93,42,100
-32577,94,41,100
-31277,95,42,100
-29976,92,43,101
-28676,93,43,102
-27375,94,43,101
-26073,94,42,100
-24709,94,43,101
-23405,95,41,101
-20503,93,43,102
-19032,92,42,100
-17700,94,42,100
-16398,93,42,100
-15095,94,42,101
-13792,93,42,100
-12488,93,41,100
-11185,92,42,100
-9881,94,41,102
-8577,93,42,101
-7273,95,43,100
-5968,94,41,100
-4641,92,43,102
-3336,94,43,102
-2031,94,42,101
-725,94,43,100
617,93,44,101
1926,94,41,100
3233,95,42,100
4541,93,41,100
5848,95,43,101
7156,93,42,101
8486,93,42,101
9794,94,41,102
11102,93,42,100
12411,92,42,100
13720,93,43,100
16343,93,42,100
17699,94,42,100
19028,94,43,101
20356,92,43,100
21700,94,41,100
23066,94,41,104
24425,93,45,102
25772,93,43,101
27187,95,43,102
28526,94,40,100
29837,94,43,101
31146,93,41,101
32452,93,42,102
-31784,94,43,100
-30483,94,42,100
-29160,94,42,99
-27859,94,42,101
-26558,93,42,99
-25256,93,42,101
-23954,95,44,99
-22652,93,41,102
-21350,93,42,102
-20048,94,45,100
-18745,95,41,101
-17442,94,43,100
-16100,94,42,99
-14794,94,41,101
-13411,94,42,101
-12049,93,41,100
-10738,94,43,100
-9434,93,42,101
-8129,94,43,99
-6824,95,43,101
-5519,93,43,100
-4214,93,42,100
-2886,93,43,100
-1580,93,43,102
-273,94,42,100
1035,93,42,100
2342,92,40,100
3650,94,43,102
4958,93,41,101
6265,94,42,101
7573,94,41,100
8899,94,42,100
10232,95,42,100
11541,94,40,101
14137,93,42,101
15493,92,43,98
16822,94,43,102
18150,95,42,101
19494,94,44,101
20838,94,42,101
22182,95,44,102
23524,93,43,101
24878,93,40,100
26191,94,43,100
27501,93,43,99
28810,92,42,99
30116,95,44,101
31417,93,43,100
32717,94,42,101
-30468,94,43,100
-29120,94,42,100
-27818,95,42,101
-26494,95,43,100
-25193,93,41,102
-23891,94,41,101
