t,x,y,z
-7961,95,40,101
-6339,93,42,105
-4899,93,42,102
-3594,94,43,102
-2291,92,40,100
-987,94,41,102
316,94,42,101
1621,94,43,102
2928,94,42,102
4235,94,44,102
5661,95,41,101
7044,91,42,101
8353,94,41,102
9659,94,40,103
10966,93,41,103
12273,92,41,101
13580,93,43,100
14887,93,42,102
16195,94,41,102
17504,93,41,103
18835,93,42,101
20144,93,41,102
22744,93,42,103
24085,93,39,101
25407,95,40,101
26750,94,40,100
28096,94,41,101
29442,93,41,102
30778,93,41,102
32119,95,41,101
-32076,94,41,102
-30760,94,43,102
-29446,94,41,101
-28134,94,42,101
-26821,92,44,102
-24510,94,43,101
-23143,95,41,101
-21841,92,41,102
-20540,93,43,100
-19240,94,42,101
-17918,94,42,101
-16617,94,42,102
-15316,94,41,100
-14015,93,41,101
-12714,94,44,101
-11412,93,43,101
-10110,94,42,102
-8777,95,41,102
-7473,93,42,102
-6171,92,43,102
-4845,94,43,101
-3542,94,41,101
-2238,94,41,100
-935,93,41,102
370,94,40,100
1676,93,43,102
2983,93,41,101
4288,93,40,101
7087,95,42,101
8463,95,42,101
9796,94,40,101
11103,95,42,100
12410,92,42,102
13717,94,42,100
15024,95,41,100
16367,94,43,101
17678,93,42,100
18987,94,41,102
20295,95,41,100
22903,93,40,102
24391,94,42,103
25731,92,40,103
27074,93,44,102
28420,93,42,102
29766,95,42,102
31480,92,42,103
-32709,93,43,103
-31392,93,42,103
-30076,95,41,101
-28762,93,43,100
-27427,93,42,102
-26115,93,42,101
-24649,94,40,100
-23332,93,41,102
-22031,95,41,101
-20731,93,41,102
-19431,91,42,100
-18130,93,42,102
-16829,93,42,102
-15528,92,41,103
-14205,93,42,102
-12903,95,41,102
-11601,93,43,102
-10299,96,41,102
-8997,94,42,102
-7695,96,43,100
-6392,95,42,102
-5089,94,41,103
-3785,93,41,101
-2482,93,42,100
-1156,94,42,103
176,93,43,102
1485,94,41,101
2792,93,42,101
4097,93,43,101
5403,94,42,101
6710,92,42,102
8016,93,41,101
9323,93,42,102
10630,92,40,101
11959,93,41,100
13267,94,42,102
14574,94,41,101
15883,94,43,101
17192,91,42,102
18501,93,40,102
21084,94,41,101
22427,93,41,101
23749,93,42,101
25110,93,43,101
26480,94,40,101
27827,93,41,102
29162,93,41,100
30478,92,43,101
31794,93,43,102
-32426,94,40,101
-31112,95,41,102
-29799,93,44,101
-28487,93,41,101
-27177,91,44,102
-25851,93,41,101
-24551,94,41,102
-23250,95,42,102
-21950,94,42,101
-20649,93,41,100
-19348,94,42,100
-18047,95,41,101
-16746,92,42,101
-15427,92,41,103
-14123,92,42,102
-12799,93,41,102
-11496,93,43,102
-10194,92,39,103
-8891,93,41,103
-7588,94,40,102
-6285,93,40,101
-4981,93,41,101
-2530,93,43,101
-1200,93,41,104
107,95,40,102
1436,94,42,101
2741,95,41,101
4047,93,41,101
5353,93,41,101
6660,94,44,101
7967,95,41,100
9403,93,43,101
10752,94,42,101
12059,95,42,101
13367,94,43,100
15113,93,43,101
16755,93,41,101
18102,93,41,103
20728,94,42,103
22068,94,41,101
23390,93,41,102
24733,93,42,101
27481,94,41,101
29059,92,42,100
30515,94,41,102
31867,92,40,103
-32353,93,41,101
-31004,94,43,101
-29686,93,40,101
-28373,93,42,104
-27061,94,40,102
-25751,94,42,102
-24448,94,41,100
-23148,93,40,100
-21847,93,41,101
-20525,92,42,100
-19224,93,41,101
-17924,93,40,101
-16623,94,41,101
-15322,93,43,102
-14020,94,42,100
-12719,93,42,102
-11417,95,42,102
-10114,93,41,102
-8812,94,42,102
-7488,95,42,102
-6184,93,42,103
-4863,94,42,101
-3559,94,44,103
-2256,95,42,102
-951,94,41,101
356,94,43,102
1662,93,41,102
2968,94,42,102
4274,93,42,102
5602,93,42,100
6909,93,41,101
8215,93,41,103
9522,94,40,100
10829,93,42,101
12136,93,40,103
13444,93,41,102
14753,93,40,101
16061,95,42,102
17370,91,42,103
20004,93,42,102
21349,93,42,100
22670,94,39,102
24013,95,41,102
25359,93,41,102
26706,93,41,103
28041,93,43,101
29356,94,41,101
30672,93,41,101
32080,94,42,102
-32078,93,42,101
-30760,94,42,102
-29448,93,41,102
-28139,93,41,102
-26835,94,42,101
-25535,95,43,101
-24235,93,42,101
-22934,94,42,102
-21485,93,43,103
-20162,91,42,101
-18839,93,42,101
-17538,93,42,103
-16236,94,41,102
-14935,94,41,104
-13633,93,41,101
-12330,93,42,100
-11028,95,42,102
-9726,94,42,100
-8423,93,43,101
-7120,92,42,102
-5794,93,40,103
-4490,92,41,102
-3185,93,42,101
-1879,94,40,102
-572,95,41,102
733,93,42,104
2039,94,41,102
3366,95,43,100
4677,92,41,103
5984,94,40,102
7313,92,42,101
8620,94,40,101
9927,93,42,102
11235,93,42,100
12543,94,42,102
13852,93,41,102
15161,95,41,101
18718,94,42,100
20117,95,42,101
21436,94,42,103
22802,93,41,102
24148,95,42,101
25495,94,43,101
26830,94,41,101
28145,96,41,101
29490,94,43,101
30868,94,40,100
32190,93,41,101
-32033,92,43,102
-30721,94,42,101
-29389,93,41,101
-28085,93,40,101
-26785,94,44,103
-25484,93,42,101
-24184,93,42,101
-22883,93,43,102
-21582,92,43,100
-20281,92,41,101
-18980,94,43,101
-17679,93,42,101
-14775,93,43,102
-13432,95,40,103
-12095,94,42,100
-10790,95,43,100
-9488,93,43,100
-8185,96,41,101
-6881,93,42,100
-5577,92,42,101
-4274,93,42,100
-2969,93,41,101
-1640,96,42,102
-333,93,42,100
972,93,42,100
2278,94,41,101
3689,95,42,102
5035,94,41,101
6341,93,42,102
7648,91,41,100
8955,92,42,101
10263,93,41,102
11593,93,41,101
13025,94,42,102
14351,95,43,101
15660,94,42,100
18279,93,41,101
19627,93,41,101
20946,94,42,102
22289,94,42,102
23635,93,40,103
24982,95,42,103
26339,94,42,102
27654,94,42,101
28971,93,42,102
30287,93,41,101
31601,93,43,99
-32622,92,41,101
-31310,94,41,101
-30001,94,43,102
-28697,93,42,100
-27372,95,41,102
-26047,94,41,100
-24747,93,42,102
-23446,94,40,101
-22145,93,41,101
-20845,93,43,101
-19543,93,44,102
-18242,93,42,101
-16940,93,43,101
-15638,94,42,102
-14336,94,41,101
-13011,94,42,100
-11708,94,41,102
-10405,94,41,103
-9102,93,41,101
-7798,94,43,100
-6495,94,41,101
-5190,95,42,102
-3883,94,42,101
-2559,94,41,100
-1251,93,41,102
77,95,42,100
1384,93,42,103
2690,94,41,101
3997,93,42,102
5304,93,42,103
6611,92,42,101
7919,92,42,101
9226,92,41,101
10535,93,41,101
11844,95,42,101
13175,95,42,102
15737,95,40,101
17085,93,42,102
18404,94,41,103
19747,94,41,101
21093,93,41,101
22457,93,43,102
23795,93,42,102
25110,93,41,102
26427,92,43,101
27765,92,41,102
29079,93,41,102
30391,92,41,102
31704,93,42,101
-32523,92,42,102
-31219,94,42,102
-29919,93,41,102
-28618,93,42,101
-27318,93,43,101
-24766,94,42,103
-23276,93,42,102
-21957,93,42,103
-20656,94,40,101
-19355,94,41,103
-17482,92,41,102
-16115,93,42,102
-14813,94,42,102
-13511,94,42,102
-12208,93,43,101
-10905,94,42,102
-9580,95,42,101
-8276,92,41,101
-6973,93,42,99
-5354,92,41,101
-3726,94,44,102

