t,x,y,z
-17747,95,42,101
-16439,94,41,100
-15131,94,43,102
-13823,93,41,102
-12514,93,40,100
-11205,93,41,101
-9895,92,42,101
-8585,93,41,99
-7253,95,41,101
-5943,95,41,101
-4633,92,42,102
-3323,94,41,100
-2012,94,42,101
-701,93,43,100
1865,93,41,99
3209,93,41,101
4587,94,43,102
5930,91,40,102
7295,94,42,101
8628,94,43,101
9942,94,40,101
11256,95,42,101
12569,94,38,98
13878,92,37,98
15186,93,34,100
17476,91,32,92
18870,86,28,86
20172,81,31,78
21497,79,35,78
22800,74,33,79
24102,66,32,82
25405,59,24,81
26709,56,23,76
28013,53,22,69
29344,51,23,64
30650,49,24,63
31955,48,25,60
-32277,47,25,60
-30950,46,26,62
-29645,46,27,63
-28340,46,30,66
-27034,47,31,70
-25729,51,34,77
-24423,54,34,79
-23115,59,37,83
-21808,65,38,87
-20501,71,41,89
-19193,74,42,94
-17546,78,43,95
-16173,81,40,95
-14863,84,43,99
-13554,88,44,98
-12245,88,43,100
-10913,90,43,101
-9601,91,43,102
-8291,93,41,101
-6982,91,42,102
-5671,92,42,101
-4105,92,42,101
-2462,93,41,100
-1129,93,42,101
1451,91,42,100
2795,94,43,101
4123,94,42,101
5587,93,41,101
6939,93,40,99
8272,93,41,103
9586,94,41,102
10923,92,41,101
12236,94,42,101
13545,94,41,101
14873,93,41,100
16183,92,41,101
17487,93,42,101
18789,94,42,102
20092,94,44,101
21395,93,41,102
22698,92,42,99
24023,94,41,100
25327,94,41,100
26631,94,40,100
27934,94,42,100
29238,93,42,101
30543,92,42,101
31847,92,42,99
-32384,95,42,101
-31079,92,42,102
-29774,92,41,102
-28446,94,41,102
-27140,95,44,100
-25766,94,40,101
-24457,95,41,100
-23149,94,43,101
-21842,94,42,101
-20534,93,41,100
-19226,94,40,100
-17918,94,43,101
-16610,94,41,99
-15278,95,40,102
-13969,93,41,99
-12659,95,43,101
-11350,93,41,100
-10040,91,41,100
-8730,94,40,99
-7420,93,41,102
-6109,95,42,101
-4798,95,42,102
-3488,93,43,100
-876,93,42,100
471,95,45,101
1798,93,41,102
3139,94,41,101
4482,92,43,100
5815,93,42,101
7129,93,40,100
8444,92,42,100
9756,93,42,100
11066,93,42,100
12396,91,40,101
13703,92,41,99
15008,93,42,99
16738,94,42,101
18251,92,41,102
19572,93,41,102
20875,92,42,101
22178,93,43,101
23519,93,42,101
24825,94,41,101
26151,93,42,100
27455,93,41,102
28759,95,43,101
30064,93,40,102
31368,94,42,100
-32650,92,42,101
-31011,94,41,102
-29663,93,42,102
-28357,92,39,101
-27051,93,41,100
-25252,94,40,100
-23796,94,41,102
-22487,93,40,102
-21179,93,42,101
-19871,92,43,102
-18563,94,43,103
-17224,94,39,100
-15913,92,41,101
-14603,94,41,101
-12978,95,41,105
-11326,92,43,100
-9976,92,41,99
-8666,95,43,100
-7356,94,43,101
-6045,94,41,102
-4734,92,42,100
-3424,93,41,102
-836,95,42,103
509,94,40,102
1837,94,42,102
3200,93,41,103
4875,93,42,102
6253,93,40,100
7609,92,42,101
8944,93,42,101
10259,94,40,100
11568,93,42,102
12876,95,42,99
14183,94,42,100
15488,95,42,99
16812,92,42,102
18115,95,41,100
19417,93,43,101
20720,93,41,100
22024,93,43,100
23327,95,41,101
24631,93,45,100
25935,93,41,101
27239,93,42,103
28543,94,41,103
29870,93,41,100
31175,92,41,101
32480,93,43,101
-31726,92,42,102
-30418,93,42,102
-29112,91,41,101
-27806,93,44,101
-26499,93,42,100
-25191,93,42,101
-23884,94,41,101
-22554,93,40,100
-21246,94,43,101
-19938,95,41,100
-18629,93,41,101
-17320,94,41,101
-16011,94,41,101
-14701,93,42,101
-13392,93,41,101
-12082,94,41,101
-10772,92,40,101
-9440,94,41,100
-8129,94,42,100
-6801,92,43,100
-5488,94,42,100
-2900,92,41,101
-1555,94,42,99
-227,94,41,102
1114,94,43,100
2456,93,41,101
4036,94,41,101
5799,93,41,99
7133,94,41,102
8564,93,42,99
9911,92,42,100
11220,94,42,100
12527,94,40,100
13831,91,43,102
15134,91,43,98
16436,94,43,102
17756,93,41,102
19084,95,41,101
20387,95,42,100
21691,91,41,100
23362,95,41,102
24713,93,43,100
26350,93,43,102
27662,93,42,100
28966,94,40,101
30271,93,42,103
31576,92,42,102
-32632,93,42,101
-31326,93,40,102
-30021,92,41,101
-27177,94,42,101
-25827,93,43,101
-24520,92,41,100
-23142,94,42,102
-21830,94,40,101
-20522,92,41,100
-19214,92,41,102
-17883,94,42,103
-16575,94,43,102
-15265,94,43,101
-13956,95,42,100
-12646,94,41,101
-11337,93,41,101
-10027,94,42,103
-8717,93,41,101
-7406,94,41,101
-6096,93,42,99
-4763,93,41,99
-2168,93,41,101
-823,93,41,101
505,94,40,103
1867,94,41,99
3214,91,42,99
4547,94,42,101
5862,93,42,101
7176,94,41,103
8488,93,40,100
9820,93,41,102
11128,96,42,103
12435,93,41,102
13739,95,43,100
15041,93,43,101
16344,94,41,101
17646,91,42,99
18949,93,41,101
20252,91,42,100
21556,93,43,103
22882,94,42,101
24185,93,39,102
25489,93,41,103
26809,94,43,102
28118,94,42,101
29422,94,41,102
30727,93,41,101
32032,93,41,100
-32198,93,41,103
-30892,94,41,101
-29564,93,43,102
-28257,94,42,102
-26949,94,42,100
-25556,95,40,104
-24201,94,42,101
-22803,93,41,100
-21466,94,41,100
-20157,94,42,101
-18849,93,42,100
-17540,93,39,101
-16208,94,40,102
-14898,92,42,100
-13573,93,42,101
-12258,93,41,100
-10948,94,42,102
-9638,91,43,100
-8327,93,42,100
-7016,92,40,101
-4100,92,42,102
-2470,94,40,102
-1102,94,41,104
239,94,42,102
1581,92,42,101
2914,92,42,101
4229,92,40,102
5543,96,43,100
6855,93,42,100
8165,94,42,101
9472,94,40,101
10780,94,40,99
12434,94,41,100
13770,94,42,101
15072,94,41,101
16375,94,42,99
17678,93,41,99
18981,93,41,101
20284,93,43,102
21588,92,42,102
22892,93,42,102
24196,93,43,101
25522,92,41,102
27898,92,41,100
29221,93,41,102
30525,92,42,100
31831,93,40,100
-32400,93,42,100
-31094,94,43,101
-29788,95,42,102
-28453,94,41,100
-27140,93,41,102
-25811,93,40,100
-24504,93,41,100
-23196,93,41,101
-21888,94,42,100
-20579,95,41,99
-19271,94,41,100
-17961,94,42,101
-16652,92,42,101
-15342,93,41,101
-14033,94,40,101
-12701,94,42,100
-11390,94,43,103
-10080,93,42,101
-7552,94,41,100
-6046,94,41,102
-3407,93,41,101
-2061,94,40,100
-733,93,42,103
608,93,41,102
1950,93,42,102
3305,94,40,99
4619,94,42,101
5933,94,42,102
7246,94,41,101
8555,95,41,102
9863,93,41,100
11170,94,40,101
12656,93,42,101
14003,94,42,102
15305,91,41,102
16630,94,42,102
17933,92,42,101
19236,93,41,101
20557,95,41,101
21863,91,43,100
23166,94,43,101
24470,94,43,102
25774,95,41,100
27079,92,42,102
28383,93,41,102
29710,94,42,101
31015,95,41,100
32321,93,41,101
-31909,94,42,101
-30604,93,41,100
-29296,93,41,100
-27989,94,42,102
-26682,92,43,100
-25375,93,42,102
-24067,95,42,102
-22737,93,43,101
-21428,93,42,100
-20085,92,42,103
-18758,95,43,102
-17446,93,43,101
-16137,93,43,101
-14827,95,42,102
-13517,95,41,104
-12207,94,41,101
-10897,94,41,101
-9564,92,41,102
-8253,92,43,101
-5688,93,42,102
-4344,92,42,102
-3016,94,42,101
-1675,94,41,100
-333,93,41,102
1000,95,42,102
2314,94,41,101
3628,94,42,103
4987,94,39,102
6299,92,43,102
7606,93,42,101
8913,93,41,102
10218,94,41,101
11520,92,44,101
12822,93,42,101
14125,95,39,101
15427,94,42,101
16730,91,42,102
18056,93,40,101
19360,93,42,100
20663,94,43,102
21967,93,42,101
23271,94,41,101
24576,92,42,101
25880,94,41,101
27185,92,41,99
28490,94,41,100
29795,94,42,100
31141,94,40,101
32449,93,40,101
-31780,92,41,101
-30473,93,42,101
-29166,94,42,101
-27858,95,40,100
-26551,93,41,102
-25243,94,41,99
-23934,93,41,101
-22626,94,41,100
-21294,93,41,102
-19985,92,42,102
-17663,95,41,101
-16055,94,42,100
-14414,93,41,100
-13050,93,41,100
-11739,94,42,101
-10398,94,42,100
-9086,94,42,101
-6502,94,42,101
-5135,94,43,100
-3807,93,41,101
-2466,92,41,102
-1124,93,42,100
209,93,41,100
1524,94,40,99
3259,94,41,100
4892,92,42,102
6249,94,42,100
7556,93,40,100
8886,92,41,100
10190,92,42,100
11493,94,41,102
14268,93,40,100
15723,92,41,101
17031,94,41,101
18333,93,41,101
19637,92,41,101
20940,94,42,101
22244,94,41,100
23570,92,42,101
24874,92,41,103
26179,92,41,102
27483,95,41,101
28788,92,42,101
30093,94,42,100
31399,94,42,100
32704,94,41,100
-31526,92,41,101
-30219,94,41,101
-28889,92,42,103
-27582,94,41,100
-26275,94,41,102
-24942,94,42,101
-23634,94,40,102
-22325,92,42,100
-21017,92,41,101
-19708,93,41,101
-18398,93,42,103
-17089,94,42,102
-15757,93,41,101
-14447,93,42,101
-13137,94,42,101
-11827,93,41,101
-10516,93,42,101
-9206,94,42,102
-6611,91,40,100
-5267,93,42,102
-3939,94,43,100
-2598,94,42,101
-1223,93,41,102
119,93,41,99
1433,93,41,101
2747,93,41,102
4060,94,40,102
5369,93,41,100
6677,93,39,100
7984,93,43,101
9289,93,41,103
10591,95,42,100
11915,94,41,101
13218,93,41,101
14521,94,42,101
15919,94,42,102
17240,93,43,101
18544,93,42,103
19955,93,42,101
21299,92,41,101
22604,93,41,101
23924,91,41,102
25255,94,41,102
26560,93,44,100
27865,95,40,101
29171,94,41,102
30477,92,42,102
31783,94,42,101
-32446,94,43,101
-31139,92,43,99
-29832,95,41,102
-28524,93,41,100
-27194,94,42,101
-25886,94,43,99
-24578,93,43,101
-23269,92,40,102
-21960,94,41,101
-20650,93,40,102
-19284,93,42,101
-17967,93,41,100
-16605,93,42,101
-15291,94,42,101
-13958,93,42,101
-12647,94,41,101
-11337,95,42,101
-8771,94,42,102
-7426,94,41,101
-6098,94,43,103
-4758,91,43,102
-3415,95,43,101
-2082,94,41,101
-768,93,42,102
568,92,40,100
2821,94,42,101
4258,94,40,102
5566,93,42,102
6873,93,41,100
8177,94,42,100
9507,94,41,101
10812,94,41,102
12114,93,42,101
13417,94,41,101
14742,94,41,100
16045,95,41,101
17349,94,42,101
18652,94,41,101
19956,93,42,100
21260,93,41,100
22564,93,41,101
23869,93,41,100
25173,93,41,101
26478,94,42,101
27806,93,41,101
29112,92,42,103
30417,94,42,101
31724,93,40,101
-31242,94,42,102
-29764,94,42,101
-28088,93,41,101
-26744,95,41,101
-25436,94,42,101
-24128,93,42,101
-22797,93,41,102
-21487,92,42,101
-20178,93,42,105
-18868,92,42,100
-17558,93,40,101
-16249,94,42,101
-14835,92,41,102
-13511,93,40,102
-12201,92,43,102
-10890,93,41,101
-8171,95,41,100
-6777,93,40,101
-5444,94,44,101
-4103,92,42,101
-2761,91,41,102
-1428,93,42,101
-114,92,42,102
1200,92,42,100
2513,93,41,101
3822,93,41,101
5152,93,41,100
6460,93,42,103
7764,93,42,100
9066,94,41,100
10369,95,42,102
11671,93,41,101
12974,92,42,101
14277,94,41,101
15581,95,41,100
16884,92,42,101
18260,94,41,101
19566,94,43,101
20871,93,42,99
22175,93,42,101
23480,93,40,100
24785,93,41,101
26090,94,42,101
27396,91,43,101
28701,93,42,101
30007,93,42,102
31337,93,41,102
32644,94,40,102
-31584,93,40,101
-30277,93,42,101
-28969,92,41,102
-27661,94,42,100
-26353,93,42,102
-25044,94,42,101
-23735,93,41,100
-22399,92,43,101
-21065,93,43,101
-19755,92,42,101
-18446,96,41,101
-17135,93,41,100
-15825,94,42,100
-14514,93,41,104
-13204,92,42,102
-10647,93,42,102
-9305,92,42,102
-7977,95,41,101
-6614,93,42,100
-5271,94,41,103
-3938,93,39,100
-2624,94,42,101
-1310,94,42,100
2,93,42,102
1312,93,42,103
2635,93,41,99
3944,95,41,102
5249,92,42,102
6573,94,43,100
8178,94,42,101
9515,92,41,101
10818,95,42,103
12120,92,41,101
13424,94,40,100
14728,93,41,100
16031,94,40,101
17335,93,42,101
18639,94,43,101
20101,93,41,100
21427,92,41,99
23660,93,42,100
25067,92,41,102
26372,92,41,102
27706,94,43,101
29269,93,41,100
30933,93,42,100
32252,94,43,104
-31977,94,42,102
-30647,93,41,101
-29339,93,40,100
-28031,94,40,100
-26723,95,42,101
-25414,91,40,101
-24105,93,41,102
-22795,93,41,102
-21486,93,42,100
-20176,94,41,100
-18866,92,40,100
-17137,93,42,99
-15513,93,40,100
-14158,93,41,101
-12784,92,40,102
-8760,93,41,101
-7265,93,43,102
-5926,92,41,102
-4585,93,41,101
-3243,95,41,104
-1910,92,43,100
-573,94,43,102
741,95,40,101
2053,94,40,101
3363,94,43,100
4670,93,43,100
5978,94,43,102
7282,94,42,102
8584,93,41,102
9886,92,41,101
11189,93,42,100
12550,93,40,102
13855,93,41,101
15159,93,41,101
16462,95,43,101
17766,93,42,102
19070,94,40,101
20374,94,42,102
21678,92,42,100
22983,93,40,101
24288,94,42,100
25615,94,42,100
26921,94,41,100
28227,93,41,101
29533,95,42,100
30840,93,43,102
32147,94,42,102
-32081,93,43,102
-30774,94,43,101
-29466,93,43,101
-28141,93,42,101
-26808,94,43,102
-25499,92,41,102
-24190,91,42,102
-22881,94,43,101
-21571,92,43,100
-19867,92,42,100
-18530,93,40,102
-17220,94,41,102
-15910,92,43,101
-14599,93,41,102
-13266,93,40,100
-10563,93,43,99
-9197,93,43,100
-7869,92,40,100
-6528,94,41,101
-5186,93,42,101
-3836,94,42,100
-2519,94,42,99
-1205,94,41,103
201,93,42,104
1573,92,42,101
2883,95,40,100
4190,93,41,101
5495,94,42,101
6797,93,42,101
8099,93,43,100
9402,94,42,102
10705,94,42,100
12008,92,42,102
13311,93,41,101
14637,94,43,102
15941,93,41,100
17245,92,42,104
18549,93,41,101
19854,92,42,101
21208,92,41,100
22517,93,42,103
23823,92,41,100
25128,94,41,102
26434,91,41,101
27762,93,41,103
29069,93,42,101
30377,93,41,100
31684,93,40,101
-32545,93,43,100

