t,x,y,z
29917,95,42,101
31218,94,42,103
32520,92,42,101
-31715,94,40,103
-30414,94,42,102
-29112,93,41,103
-27810,96,43,100
-26133,94,41,100
-24534,93,41,101
-23196,94,41,101
-21870,93,41,101
-20567,93,42,101
-19263,94,41,101
-17960,93,40,101
-16656,94,42,101
-15322,94,43,101
-14015,94,43,103
-12710,94,41,102
-11405,95,43,101
-10100,93,42,102
-8771,94,42,102
-7465,94,42,105
-6159,94,41,100
-4853,93,42,102
-3546,92,40,102
-2239,94,42,103
-933,95,42,102
375,95,41,103
1682,95,40,101
2990,93,41,101
4321,94,42,101
5630,94,41,103
6939,94,43,102
9549,92,42,101
10895,93,43,102
12243,93,41,103
13592,92,41,102
14941,94,42,101
16280,93,42,100
17600,93,41,101
18942,94,41,100
20260,95,41,102
21575,95,43,102
22888,95,42,102
24197,94,42,101
25500,93,41,101
26800,92,42,103
28100,94,42,101
29401,93,40,102
30702,95,41,102
32026,94,42,100
-32209,94,41,101
-30890,93,38,98
-29585,90,37,96
-28283,89,33,92
-26980,86,32,87
-24721,85,32,81
-23304,81,35,73
-21998,73,36,75
-20695,68,32,77
-19369,61,28,73
-18065,56,23,70
-16760,51,23,66
-15455,48,24,62
-14150,51,24,60
-12845,48,27,58
-11447,47,26,58
-10124,47,28,59
-8601,47,30,65
-7239,49,31,68
-5877,53,35,72
-4274,56,35,79
-2898,59,37,81
-1170,68,39,86
189,71,41,89
1497,77,42,95
2805,79,43,96
4113,83,42,99
6756,87,43,100
8274,88,43,100
10934,92,42,101
12277,92,42,100
13626,93,43,102
14974,94,43,101
16324,93,42,101
17662,94,43,101
19055,92,41,101
20379,94,41,101
21697,94,41,103
23012,93,42,101
24347,93,42,101
25657,92,42,101
26960,93,43,102
28260,94,41,102
29561,93,42,102
30861,92,42,101
32163,92,41,102
-32072,92,41,100
-30771,92,40,102
-29469,93,41,102
-28144,93,41,101
-26842,95,43,101
-25539,93,41,102
-24237,93,42,102
-22934,95,41,101
-21613,94,43,101
-20302,94,42,101
-18996,92,43,101
-17692,93,41,100
-16388,93,41,102
-15061,92,42,101
-13755,92,42,101
-12450,95,42,102
-11145,93,40,102
-9839,93,41,102
-8533,94,42,101
-7227,94,42,100
-5920,94,41,98
-4613,93,41,103
-3306,93,40,102
-1977,94,42,100
-670,94,42,101
638,93,40,100
1946,94,40,101
3254,93,40,104
4580,95,42,101
5892,93,42,101
8458,94,41,101
9801,92,41,101
11150,93,42,102
12521,93,41,101
13870,94,41,101
15209,92,41,102
16529,93,42,101
17848,91,42,100
19167,94,41,102
20482,93,42,101
21795,93,43,102
23190,93,40,101
24512,93,42,102
25835,95,42,101
27136,94,41,103
28548,94,42,102
29895,93,42,101
31196,94,40,101
32497,93,40,100
-31737,94,40,100
-30434,93,40,102
-29132,95,40,101
-27829,95,42,102
-26504,92,42,101
-25201,93,43,102
-23898,93,41,102
-22594,95,42,102
-21290,95,42,103
-19986,94,42,102
-18682,93,41,101
-17377,94,43,101
-16072,93,41,101
-14766,94,41,101
-13439,93,41,101
-12101,92,42,101
-10777,92,41,102
-9471,94,42,101
-8164,92,41,100
-6857,94,42,101
-5550,94,41,100
-3276,92,42,101
-1908,94,41,101
-599,93,42,102
732,93,42,101
2041,93,43,103
3349,92,41,103
4658,93,41,102
7267,94,42,102
9048,94,42,101
10437,94,41,103
11785,92,41,101
13168,93,41,101
14509,94,40,102
15851,94,43,101
17171,93,41,102
18489,92,41,103
19804,94,42,101
21117,93,43,101
22427,94,40,100
23729,94,42,101
25030,94,41,102
27639,94,42,102
29132,93,42,102
30469,93,42,101
31770,94,42,103
-32464,94,42,102
-31162,94,44,102
-29860,92,42,100
-28558,92,42,101
-27221,93,41,101
-25916,92,43,101
-24613,93,42,102
-23310,94,41,101
-21984,94,42,102
-20680,94,40,102
-19376,93,43,100
-18071,93,44,101
-16766,94,42,101
-15461,94,42,100
-14156,93,41,100
-12850,95,41,101
-11545,92,40,101
-10238,95,43,102
-8910,93,42,102
-7525,94,42,101
-6198,93,42,100
-4891,93,42,101
-3584,95,41,100
-2260,94,41,101
-854,93,42,103
503,95,43,103
1812,93,40,100
3121,95,42,103
4452,92,41,101
7083,93,42,101
8427,94,42,103
9775,93,41,104
11124,94,41,101
12473,93,43,102
13812,94,41,103
15132,94,41,102
16451,93,41,103
17770,93,41,102
19107,94,40,101
20773,94,42,100
22130,93,40,103
23501,92,42,102
24803,95,42,101
26104,96,42,101
27405,93,41,102
28706,93,43,100
30007,94,43,101
31309,95,41,101
32633,92,41,100
-31601,94,42,100
-30298,94,43,101
-28995,93,41,102
-27693,93,44,102
-26390,93,42,100
-25087,94,41,101
-23783,92,42,101
-22479,93,41,102
-21175,93,42,101
-19848,94,41,101
-18543,93,42,102
-17211,94,42,103
-15904,92,42,102
-14598,92,40,99
-13292,92,42,101
-11986,94,41,100
-10680,92,40,100
-9374,93,43,103
-8067,92,40,102
-6738,93,41,102
-5431,93,41,102
-4123,94,42,101
-2816,92,41,102
-1508,95,41,100
-199,93,42,101
1110,93,42,100
2419,91,42,101
5007,92,43,102
6350,94,43,102
7738,93,44,104
9089,94,41,103
10438,92,40,102
11777,93,41,103
13097,94,42,102
14416,93,41,103
15735,93,41,101
18082,94,42,103
19440,93,42,102
20752,93,41,102
22077,94,40,101
23377,93,43,100
24678,94,43,101
25979,94,41,102
27374,92,41,102
28691,93,40,103
29992,94,42,103
31294,93,42,101
32617,93,41,101
-31614,93,42,103
-30289,93,41,101
-28740,93,41,102
-27278,94,42,101
-25961,93,42,102
-24658,93,42,100
-23354,94,40,103
-21615,92,41,101
-20272,94,42,102
-18967,94,43,102
-16200,94,41,102
-14781,93,41,102
-13471,92,42,104
-12165,93,43,101
-10859,97,43,102
-9553,93,41,101
-8171,92,43,102
-6862,96,41,103
-5555,93,41,102
-4248,93,43,102
-2941,94,42,102
-1611,93,41,102
-303,94,41,101
1006,93,41,102
2314,94,41,102
3623,94,42,102
6243,92,43,103
7587,94,43,101
8935,93,43,101
10284,95,39,101
11633,93,41,100
12994,94,42,102
14314,92,39,101
15634,94,42,101
16976,94,40,101
18293,92,41,102
19606,93,43,102
20916,93,41,101
22218,93,42,101
23518,94,41,101
24819,93,42,102
26142,93,41,101
27443,92,41,102
28745,94,41,101
30046,92,42,100
31348,95,41,102
32650,94,43,101
-31583,94,42,101
-30281,95,43,101
-28978,93,42,102
-27675,94,40,102
-26350,93,42,102
-25046,93,42,102
-23725,95,42,101
-22419,93,41,102
-21114,93,43,103
-19810,94,43,101
-18504,95,43,101
-17199,92,39,101
-15894,93,42,100
-14588,93,42,101
-12903,93,41,100
-11545,92,41,103
-10238,93,40,103
-8932,93,42,101
-7625,93,43,102
-6318,92,42,102
-5010,93,42,101
-3604,94,43,103
-2280,92,43,102
-972,94,42,101
359,94,41,103
1686,93,42,103
4276,90,43,103
5620,94,41,101
7040,95,41,102
8447,92,40,100
9805,92,42,100
11144,93,43,101
12464,93,41,99
13783,94,41,100
15124,94,41,102
16438,92,39,100
17752,94,42,105
19061,96,41,103
20364,93,42,100
21664,93,41,102
22964,93,43,102
24265,94,42,103
25566,93,44,101
26912,94,41,103
28238,93,43,101
29540,94,42,101
30842,91,42,100
32145,93,42,101
-32089,94,41,101
-30786,92,41,100
-29483,94,43,102
-28180,95,42,102
-25819,93,42,100
-24504,94,41,102
-23178,93,42,101
-21873,93,44,103
-20568,94,41,102
-19263,95,41,99
-17958,95,42,100
-16652,91,41,102
-15347,95,42,101
-14012,93,40,103
-12701,93,42,104
-10967,94,42,101
-9631,93,43,100
-8324,93,42,100
-7017,93,40,103
-5710,93,42,102
-4402,94,43,101
-3094,93,43,101
-1786,92,41,102
-477,94,41,101
832,94,42,100
4870,92,42,102
6309,94,42,101
7657,93,41,102
9006,94,43,102
10390,92,41,103
11731,93,41,102
13052,94,40,101
14371,94,40,101
15689,92,41,101
17004,93,43,101
18317,93,43,101
19649,94,40,100
20952,93,40,101
22252,94,43,102
23940,96,42,101
25298,93,42,100
26599,94,42,101
27901,92,42,102
29202,92,41,101
30601,95,43,102
31937,93,40,102
-32275,93,41,103
-30972,91,41,103
-29652,93,41,102
-28347,95,41,103
-27043,95,42,102
-25740,93,40,101
-24436,92,42,102
-23132,94,41,101
-21827,93,41,101
-20426,94,42,101
-19058,95,42,102
-17751,94,42,101
-16445,95,40,102
-15139,92,41,102
-13833,94,42,101
-12527,93,40,102
-11220,93,42,101
-9913,95,41,101
-8606,92,41,100
-7299,95,43,101
-5970,94,42,100
-4607,94,41,101
-3297,93,42,101
-1988,94,42,100
-679,94,43,101
630,94,42,102
3241,94,41,102
4587,92,41,101
5933,94,41,101
7282,94,44,100
8654,93,42,101
9993,93,42,100
11313,93,42,101
12632,92,40,100
13951,92,40,103
15266,96,43,102
16579,93,42,100
17888,92,43,103
19191,93,43,100
20518,93,41,101
21843,94,40,102
23144,93,40,100
24445,94,42,101
25747,93,41,104
27048,93,41,101
28350,94,40,101
29653,94,42,103
30955,92,42,103
32258,93,39,102
-31976,93,41,100
-30650,94,41,100
-29347,94,41,102
-28043,93,40,101
-26739,93,42,103
-25435,95,41,102
-24131,93,43,102
-22826,95,44,101
-21520,95,41,101
-20198,91,41,102
-18890,93,42,100
-17562,93,41,102
-16256,93,43,101
-14950,93,42,102
-13643,95,42,103
-12336,93,42,101
-11029,93,42,101
-9722,92,42,101
-8415,93,40,102
-7107,96,42,100
-4742,93,40,101
-3395,95,41,104
-2086,94,42,100
-775,93,42,103
1955,94,42,99
3306,94,42,101
4672,94,42,101
6025,92,41,101
7374,93,41,101
8713,93,42,101
10033,94,41,100
11375,94,40,100
12693,94,41,101
14008,91,41,101
15321,94,41,101
16886,93,41,102
18517,93,41,101
19858,92,42,102
21158,93,42,102
22459,93,42,100
23760,95,42,102
26575,94,39,100
27910,95,41,102
29246,93,43,100
30553,93,41,100
31855,92,40,100
-32378,93,41,101
-31075,93,41,101
-29772,96,41,101
-28469,93,41,102
-27165,94,44,102
-25839,93,41,101
-24535,93,41,100
-23230,94,42,102
-21925,92,41,101
-20620,93,42,101
-19315,94,43,101
-18009,93,41,101
-16703,93,41,101
-15397,92,42,100
-14091,93,40,102
-12762,94,42,101
-11418,95,42,100
-10088,93,41,99
-8781,95,42,101
-7474,94,44,101
-6166,94,41,102
-4858,93,42,102
-3549,93,42,101
-2240,91,41,102
-931,93,41,102
1694,93,43,102
3040,94,42,101
4386,94,43,102
5735,94,44,102
7084,94,41,103
8423,93,41,102
9743,93,41,102
11063,93,42,101
12381,93,43,101
13717,94,42,101
15057,93,43,102
16367,94,40,101
17670,93,41,100
18970,92,43,102
20271,92,43,99
21572,93,42,101
22873,95,40,103
24174,93,40,101
25476,93,41,100
26778,93,39,100
28103,93,41,101
29405,93,40,102
30708,94,41,103
32401,93,43,102
-31791,93,41,100
-30373,93,42,104
-29063,96,42,101
-27759,95,42,102
-26440,92,41,101
-25130,92,40,101
-23803,92,42,100
-22498,94,42,101
-21193,94,42,101
-19887,93,42,102
-18581,94,42,102
-17275,93,41,102
-15969,94,42,99
-14662,94,42,101
-13273,94,41,102
-11914,93,41,101
-10580,94,41,100
-9273,91,41,101
-7965,94,40,99
-6657,94,40,99
-5348,95,43,102
-4039,93,43,101
-2730,93,41,100
-122,95,42,100
1229,94,41,102
2575,92,41,102
3946,95,44,102
5296,93,43,102
6635,92,41,101
7955,92,41,102
9274,94,41,100
10592,93,39,102
11907,94,42,101
13221,94,42,103
15537,93,42,102
16901,94,42,102
18224,94,41,102
19525,93,42,101
20826,94,41,102
22127,95,42,102
23517,94,42,102
24823,93,41,102
26125,94,42,102
27427,93,42,100
28730,94,43,101
30032,95,42,101
31357,92,41,101
-32491,91,42,102
-31126,95,42,101
-29823,94,40,102
-28519,94,41,100
-27215,93,42,103
-25910,94,40,101
-24606,94,40,101
-23300,93,41,100
-21995,92,42,101
-19433,93,41,99
-17815,92,41,101
-16458,94,43,102
-15148,95,41,102
-13789,92,41,101
-12472,94,42,102
-11165,94,42,101
-9858,93,41,100
-8550,95,42,101
-7243,94,41,101
-5913,95,42,103
-4604,95,41,101
-3295,94,43,101
-1986,94,41,101
643,92,43,101
1989,92,41,101
3430,94,44,103
4799,92,42,101
6148,94,42,101
7502,92,42,101
8848,93,41,100
10168,94,41,102
11486,94,40,101
12801,93,40,102
14114,92,41,102
15423,93,40,100
16726,93,42,100
18026,95,40,100
19327,92,41,101
20628,94,40,100
21951,92,42,102
23348,94,42,101
24699,92,43,102
26003,93,40,101
27305,92,42,102
28608,93,42,102
29910,93,41,101
31213,94,42,102
32532,94,41,104
-31697,95,42,100
-30371,95,43,100
-29067,92,42,101
-27763,94,43,101
-26458,92,41,102
-25154,93,42,101
-23848,91,41,101
-22543,93,41,100
-21238,93,41,100
-19932,94,40,101
-18626,92,42,102
-17298,93,43,101
-15991,95,42,102
-14684,93,42,103
-13378,95,43,100
-12071,95,42,102
-10763,93,43,101
-9456,94,43,101
-8146,94,43,101
-6780,93,43,101
-5471,95,43,101
-4140,93,42,102
-1555,94,41,99
-210,93,40,101
1137,94,42,103
2485,93,40,101
3835,94,42,100
5173,94,42,102
6493,93,41,102
7813,93,41,101
9131,93,41,101
10468,93,42,102
11781,94,41,103
13091,92,41,101
14393,92,42,103
15693,93,43,100
17016,94,42,101
18321,93,40,99
19622,94,42,100
20923,92,42,100
22225,94,44,103
23549,93,40,103
24851,94,44,101
26154,93,40,103
27456,95,41,102
28759,95,42,101
30062,94,41,101
31365,93,39,103
32669,94,41,102
-31563,93,43,101
-29284,93,41,100
-27786,92,42,101
-26452,92,41,101
-25147,94,42,101
-23842,94,40,100
-22515,94,42,99
-21207,92,41,103
-19901,94,43,102
-18595,94,43,102
-17288,93,41,102
-15982,93,42,103
-14652,92,41,103
-13345,93,41,102
-12038,93,40,101
-10730,92,43,101
-9422,93,43,102
-8114,95,44,101
-6805,94,43,102
-5496,93,43,101
-2662,93,43,102
-1166,93,42,102
231,95,43,104
3120,92,41,102
4515,93,41,102
5854,94,42,101
7174,92,43,102
8493,95,43,100
9811,93,40,101
11126,94,41,102
12439,92,42,101
13749,95,43,101
15074,92,41,101
16374,93,42,101
17675,93,42,100
18976,93,41,102
20277,93,41,101
21578,95,41,102
22880,92,40,101

