t,x,y,z
-8096,94,43,101
-6787,93,42,99
-5384,96,43,100
-4070,93,43,102
-1439,94,42,102
-83,93,41,101
1249,95,42,100
2597,93,41,99
3942,94,42,99
5288,91,42,99
6654,94,40,101
7997,93,42,100
9329,97,43,98
10640,92,41,100
11949,94,42,99
13257,94,42,100
15580,92,42,99
16943,92,42,102
18247,93,43,100
19579,92,42,99
20906,95,42,100
22208,94,42,100
23511,92,42,101
24813,94,42,101
26116,94,40,98
27419,94,41,101
28723,93,41,102
30104,94,43,100
31434,93,42,100
32738,94,44,100
-31471,96,44,100
-30167,93,44,100
-28862,93,41,100
-27557,94,43,98
-26251,96,42,100
-24946,92,41,100
-23640,94,42,100
-22117,94,43,100
-19286,93,41,101
-17655,95,41,101
-16309,95,43,101
-15002,94,42,99
-13694,94,42,100
-12386,91,42,100
-11078,92,43,100
-9770,93,43,98
-8461,93,41,100
-7152,94,42,101
-5844,93,41,101
-4534,94,44,101
-3203,95,41,102
-555,93,42,99
802,94,42,100
2133,94,43,100
3515,93,42,101
4864,92,42,100
6211,93,42,100
7554,93,41,101
8897,95,43,101
10229,95,42,100
11562,94,43,99
13247,94,42,100
14600,95,41,101
15906,94,42,102
17209,94,43,100
18510,94,42,99
19812,94,42,100
21114,92,41,103
22417,94,42,101
23719,93,43,100
25044,94,43,101
26347,94,41,99
27651,96,42,99
29016,93,42,101
30324,92,41,101
31628,95,42,100
-32604,94,42,100
-31299,94,42,100
-29995,93,41,99
-28690,93,42,101
-27362,94,43,100
-26057,94,41,100
-24752,93,43,99
-23446,94,42,100
-22139,95,42,102
-20833,94,42,99
-19526,96,41,101
-18218,94,43,99
-16911,94,42,101
-15603,93,41,100
-14273,94,42,100
-12965,93,42,100
-11633,95,41,100
-10320,93,41,102
-9011,93,41,101
-7702,94,41,101
-6393,95,42,99
-5084,93,40,102
-2467,95,41,102
-1016,94,42,100
369,94,43,100
1717,93,42,100
3062,92,43,100
4409,94,43,101
5752,93,43,100
7095,95,42,100
8727,94,41,101
10067,94,41,100
11377,94,42,101
12709,94,42,101
14041,93,41,99
15439,94,42,100
16786,92,42,102
18087,93,43,100
19390,94,42,100
20692,94,43,99
21995,93,41,99
23297,92,42,99
24600,95,43,100
25904,93,42,99
27262,93,42,99
28590,93,43,99
29901,95,42,101
31205,93,41,100
32510,93,41,101
-31722,94,41,99
-29501,94,42,100
-28055,94,42,101
-26716,92,42,101
-25411,94,43,100
-24083,93,42,101
-22776,94,42,101
-21470,93,43,99
-20163,93,42,101
-18520,95,43,100
-17114,93,42,99
-15804,94,42,101
-14496,93,42,100
-13188,94,41,100
-11880,95,43,101
-10549,94,42,100
-9240,94,43,100
-7931,92,41,101
-6622,93,41,100
-5313,94,42,101
-2624,94,42,100
-1263,93,42,99
69,93,43,101
3030,93,43,101
4413,94,43,100
5782,93,43,102
7125,94,42,101
8468,92,42,102
9800,94,42,100
11111,94,42,101
12420,94,40,101
13728,93,42,101
15033,94,42,101
16336,93,41,100
17638,95,42,100
18962,95,41,100
20264,94,44,101
21566,92,42,100
22942,94,42,101
24247,94,41,100
25550,94,43,100
26854,93,41,100
28157,95,40,100
29461,94,42,99
30764,94,43,100
32091,94,42,100
-32060,92,43,101
-30724,94,43,100
-29419,94,43,99
-28114,93,42,100
-26809,94,41,101
-25504,97,41,99
-24198,95,43,102
-22892,93,42,99
-21585,93,43,99
-20256,93,42,100
-18948,93,42,100
-17624,95,42,101
-16314,92,41,101
-15006,93,41,101
-13597,94,42,100
-12248,94,42,101
-10939,94,42,102
-9631,94,43,100
-8322,94,42,100
-6990,94,42,101
-5681,93,41,100
-3036,95,40,100
-1680,92,42,100
-348,93,42,103
1000,94,44,99
2345,95,41,100
3691,94,43,99
5035,92,42,100
6377,94,42,101
7748,94,41,100
9062,94,42,101
10371,95,43,99
11679,95,42,100
12984,94,43,101
14287,92,42,100
15589,93,42,100
16891,95,41,100
18193,93,43,101
19495,96,42,101
20820,94,43,101
22123,94,43,100
23426,93,43,100
24729,94,43,100
26033,94,42,101
27336,93,43,99
28640,94,42,100
29944,93,43,99
31249,94,43,100
32569,94,42,101
-31637,94,42,100
-30332,95,42,100
-29027,94,42,102
-27721,93,42,100
-26415,94,43,100
-25109,93,43,99
-23803,94,42,100
-22496,94,42,101
-21188,95,42,103
-19881,94,40,100
-18551,94,42,100
-17243,93,42,100
-15935,93,42,100
-14627,93,41,100
-13318,93,43,101
-12009,95,43,101
-10701,92,41,99
-9391,93,42,100
-7015,91,41,101
-4367,94,40,100
-2989,95,43,99
-1657,94,43,100
-309,94,42,101
1035,96,41,100
2454,94,41,100
3835,92,42,100
5180,94,43,102
6512,94,41,100
7823,95,42,100
9133,93,42,101
10463,96,41,100
11768,93,42,100
13071,93,44,99
14372,93,41,100
15674,92,41,99
16991,93,42,101
18298,96,43,100
19600,94,41,100
20903,94,42,100
23793,94,44,100
25232,95,43,102
26631,95,42,103
27946,94,42,100
29250,93,42,101
30554,93,42,103
31859,94,41,101
-32373,93,43,100
-31068,94,42,101
-29763,92,41,99
-28458,94,42,99
-27130,92,42,102
-25825,94,41,101
-24478,93,43,100
-23170,93,42,101
-21863,95,41,103
-20555,93,43,101
-19248,94,42,102
-17941,93,41,102
-16633,95,41,101
-15325,94,44,100
-13994,94,42,100
-12686,94,42,101
-11377,93,42,101
-10068,93,40,99
-8759,95,42,100
-7450,94,42,101
-4806,94,42,99
-3452,95,42,100
-2120,94,43,102
-773,93,42,102
612,93,43,100
1961,94,44,101
3304,94,41,100
4647,95,43,101
5979,93,43,100
7290,93,42,101
8599,93,43,100
9907,93,41,100
11212,93,43,101
12515,94,44,101
13839,92,42,100
15141,93,43,101
16443,94,43,101
17745,94,42,101
19047,92,41,100
20350,94,43,100
21653,92,42,101
22956,94,42,100
24260,95,41,102
25580,95,41,101
26909,94,42,99
28213,95,42,101
29517,95,42,101
30822,93,40,100
32126,93,42,100
-32105,95,43,100
-30799,94,43,100
-29494,94,42,100
-28105,94,43,101
-26783,93,40,99
-25455,94,42,100
-24148,94,41,101
-22840,94,42,101
-21533,94,41,99
-20225,96,43,100
-18917,94,43,101
-17610,94,41,101
-16302,94,42,101
-14943,94,43,101
-13632,94,41,100
-12301,94,42,100
-10992,93,42,102
-9683,92,42,100
-7070,94,43,101
-5636,95,42,102
-4246,94,41,102
-2891,92,42,100
-1546,94,42,102
-200,93,42,100
1143,95,41,100
2508,94,41,101
3840,94,43,102
5151,95,41,100
6461,94,42,99
7768,94,42,100
9074,95,42,101
10392,94,42,100
11696,94,42,100
13987,94,42,101
15309,93,42,101
16634,94,41,100
17936,94,41,101
19239,94,42,99
20542,95,43,100
21845,94,41,100
23149,92,41,100
24453,94,42,101
25756,94,40,101
27508,94,42,100
28849,93,43,99
30175,94,41,99
31480,94,40,100
-32751,94,40,100
-31445,94,42,102
-30107,94,43,101
-28799,95,42,99
-27493,95,42,100
-26187,93,42,100
-24879,94,43,101
-23572,91,42,101
-21923,94,42,102
-20553,95,42,100
-19243,93,41,101
-17935,94,41,100
-16626,94,42,101
-15318,94,43,101
-14009,92,41,99
-12700,94,41,100
-11391,92,43,100
-10082,94,40,101
-7404,93,43,100
-6049,94,42,100
-4696,95,42,102
-3346,92,43,103
-2001,93,42,101
-654,93,42,102
689,94,44,100
2032,94,42,101
3364,92,44,100
4675,94,44,100
6099,95,42,100
7434,94,42,101
8739,95,42,102
10042,93,41,100
11343,94,43,102
12645,95,41,101
13947,93,41,101
15250,94,43,101
16552,92,42,100
17855,94,42,100
19180,93,43,102
20542,94,41,100
21847,94,44,101
23151,94,42,100
24455,93,41,101
25759,93,44,101
27064,93,42,99
28368,93,43,99
29673,95,41,100
31210,94,41,101
-32655,94,42,100
-31278,94,42,102
-29972,91,42,101
-28666,93,41,100
-27360,94,42,102
-26053,93,43,99
-24745,93,42,102
-23438,95,43,101
-22130,94,41,100
-20793,95,42,101
-19461,95,42,102
-18152,93,42,101
-16844,94,43,102
-15535,93,43,101
-14226,94,41,101
-12917,93,42,102
-11608,94,43,101
-8992,94,43,101
-7638,93,43,99
-6307,93,42,101
-4936,93,41,100
-3592,92,41,101
-2245,94,43,100
-902,94,42,101
441,93,41,102
1773,93,44,101
3084,94,42,102
4410,94,43,101
5720,94,41,101
7026,94,40,100
8351,93,42,102
9652,93,41,100
10954,93,42,101
12767,93,41,100
14213,94,41,101
15528,95,41,104
16830,94,42,103
18133,94,41,101
19436,95,43,101
20740,94,43,101
22065,94,41,102
23369,91,42,100
24673,94,42,101
25978,94,43,100
27282,93,41,98
28587,93,43,101
29932,95,43,99
31239,93,43,102
32544,93,42,101
-31686,92,43,100
-30357,95,44,102
-29051,93,41,101
-27744,94,41,100
-26436,94,43,100
-25034,93,42,100
-23666,92,43,100
-22353,94,42,101
-21045,93,42,103
-19737,94,40,101
-18429,94,43,100
-17098,94,42,102
-15789,93,42,101
-14480,93,42,100
-13171,94,42,100
-10513,93,42,100
-9157,94,42,100
-7825,94,42,102
-6477,92,43,102
-5133,94,43,102
-3786,95,42,102
-2421,96,42,100
-1078,94,42,101
254,93,43,101
1565,94,42,100
3103,95,44,100
4554,93,41,102
6473,92,43,99
7836,94,42,101
9137,92,44,100
10439,91,40,100
11763,95,43,99
13535,93,42,100
14961,94,42,102
16268,95,41,101
17571,94,41,100
18874,94,41,99
20178,94,41,101
21481,95,42,100
22785,93,40,101
24089,94,43,102
25416,94,44,102
26720,94,41,101
28025,93,42,101
29330,94,45,101
30635,93,42,101
31941,95,42,101
-32289,93,42,100
-30983,93,43,99
-29366,92,43,100
-28014,93,41,100
-26656,93,44,101
-25346,92,42,100
-24038,93,42,100
-22730,92,41,100
-21423,92,42,102
-20114,94,41,99
-18806,92,42,100
-17497,93,42,100
-16000,93,42,101
-14664,94,41,101
-13332,94,43,100
-10706,93,44,100
-9352,93,41,100
-8020,93,42,100
-6673,94,42,101
-5328,96,42,100
-3981,94,42,101
-2638,94,43,101
-1265,93,42,101
69,94,44,101
1460,93,43,100
2772,93,42,101
4080,94,42,99
5385,92,43,100
6688,95,41,100
7990,92,44,101
9291,94,43,101
10734,94,42,100
12047,94,42,100
13350,93,41,102
14675,94,41,101
15978,95,43,101
17281,95,43,100
18585,95,42,101
19888,95,43,100
21192,94,41,100
22496,94,41,100
23818,95,42,101
25125,93,43,100
26430,93,41,100
27757,92,41,98
29063,95,44,102
30368,95,41,99
-32463,94,42,100
-31087,94,44,100
-29778,93,42,101

